合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,389.30,389.30,389.30,389.30,-3.44,-0.88%,389.30,2.00,"778,600.00",-,,
Au99.99,390.00,394.80,389.80,391.31,-2.39,-0.61%,390.93,"24,246.96","9,167,604,285.80",-,,
Au100g,392.64,393.50,390.12,390.97,-3.39,-0.86%,391.59,15.00,"5,873,988.00",-,,
iAu99.99,395.00,395.00,391.20,391.93,-5.07,-1.28%,392.35,79.20,"31,074,760.00",-,,
Au(T+D),392.67,393.86,389.70,391.17,-4.85,-1.22%,391.39,"19,744.00","7,727,631,200.00","180,652",多支付给空,"6,438"
Au(T+N1),394.30,394.90,392.00,392.05,-5.90,-1.48%,394.10,133.00,"52,416,340.00","69,198",,
Au(T+N2),398.00,399.95,396.10,396.60,-4.00,-1.00%,398.15,26.80,"10,670,590.00","72,654",,
mAu(T+D),393.00,393.90,389.90,391.35,-5.34,-1.35%,391.46,"5,034.60","1,970,885,010.00","656,654",空支付给多,"24,164"
Pt99.95,218.30,218.30,212.00,214.09,-5.66,-2.58%,215.68,920.00,"198,432,240.00",-,,
Ag(T+D),"4,947","5,027","4,945","5,006",7,0.14%,"4,990","1,828,122.00","9,123,537,072.00","6,699,568",多支付给空,"212,250"
NYAuTN06,396.60,397.25,392.55,393.00,-6.40,-1.60%,395.05,476.60,"188,286,390.00","31,962",,
NYAuTN12,401.00,403.95,397.75,398.95,-4.55,-1.13%,400.30,194.20,"77,741,140.00","67,490",,
PGC30g,398.00,398.00,395.44,396.25,-6.55,-1.63%,396.54,0.36,"142,755.00",-,,
