合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,371.30,371.40,370.85,371.00,-2.83,-0.76%,371.02,578.00,"214,451,120.00",-,,
Au99.99,373.00,373.00,371.00,371.30,-2.55,-0.68%,371.21,"41,337.42","15,349,611,917.20",-,,
Au100g,372.00,373.49,371.05,373.32,-1.50,-0.40%,373.02,13.20,"4,923,892.00",-,,
iAu99.99,369.70,370.17,369.70,370.10,-1.39,-0.37%,370.10,90.20,"33,383,640.00",-,,
Au(T+D),370.95,371.48,370.12,371.35,-1.35,-0.36%,370.95,"18,288.00","6,784,115,720.00","145,482",空支付给多,"9,166"
Au(T+N1),372.20,375.45,372.20,373.80,-1.45,-0.39%,373.80,5.20,"1,943,790.00",630,,
Au(T+N2),377.10,377.90,375.35,377.15,-1.25,-0.33%,377.15,"2,010.40","758,239,670.00","23,204",,
mAu(T+D),371.30,371.83,370.68,371.35,-1.67,-0.45%,371.18,"9,783.00","3,631,267,682.00","668,052",空支付给多,"77,532"
Pt99.95,205.44,205.44,204.26,204.84,-2.15,-1.04%,205.11,140.00,"28,716,000.00",-,,
Ag99.99,"4,751","4,751","4,747","4,749",-38,-0.79%,"4,749","6,120.00","29,063,880.00",408,,
Ag(T+D),"4,769","4,791","4,711","4,723",-56,-1.17%,"4,732","1,607,716.00","7,609,121,746.00","7,658,288",空支付给多,"105,510"
NYAuTN06,374.05,374.55,373.35,374.40,-1.55,-0.41%,374.00,40.40,"15,109,200.00","28,042",,
NYAuTN12,379.90,379.90,377.25,378.55,-1.35,-0.36%,378.05,64.00,"24,196,410.00","7,138",,
PGC30g,377.06,377.06,377.06,377.06,-1.94,-0.51%,377.06,0.06,"22,623.60",-,,
