合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,402.45,402.45,401.50,401.76,-1.54,-0.38%,401.76,208.00,"79,688,300.00",-,,
Au99.99,403.01,404.50,399.80,400.69,-2.91,-0.72%,402.04,"9,184.12","3,643,222,025.60",-,,
Au100g,401.30,404.80,400.00,402.94,-0.09,-0.02%,403.20,26.20,"10,564,066.00",-,,
iAu99.99,403.00,404.00,400.00,403.79,-1.55,-0.38%,403.44,888.12,"358,308,778.00",-,,
Au(T+D),402.45,405.36,399.23,400.88,-4.13,-1.02%,401.84,"22,550.00","9,061,563,220.00","183,240",空支付给多,"9,014"
Au(T+N1),402.00,404.00,399.50,402.95,-1.65,-0.41%,402.80,67.20,"27,069,690.00","68,966",,
Au(T+N2),405.00,409.00,405.00,407.85,-3.00,-0.73%,406.30,63.20,"25,677,600.00","71,366",,
mAu(T+D),402.20,405.45,399.31,400.81,-3.96,-0.98%,401.94,"4,494.20","1,806,433,630.00","655,044",多支付给空,"55,146"
Pt99.95,225.50,227.58,225.00,226.79,-0.25,-0.11%,225.55,436.00,"92,661,620.00",-,,
Ag(T+D),"5,115","5,163","5,052","5,070",-77,-1.50%,"5,099","3,193,730.00","16,285,095,200.00","6,325,162",空支付给多,"339,930"
NYAuTN06,402.10,407.10,401.00,403.15,-3.80,-0.93%,403.80,126.40,"51,040,540.00","30,584",,
NYAuTN12,408.60,412.00,405.75,407.70,-4.10,-1.00%,408.00,169.60,"69,197,680.00","61,780",,
PGC30g,407.85,408.24,402.00,405.27,-4.05,-0.99%,405.27,0.24,"97,265.40",-,,
