合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,404.00,404.00,403.80,403.93,2.91,0.73%,403.90,516.00,"208,414,000.00",-,,
Au99.99,401.30,404.49,401.30,404.02,3.12,0.78%,404.05,"9,841.00","3,915,129,403.80",-,,
Au100g,402.88,404.66,400.02,404.38,3.02,0.75%,403.54,18.20,"7,344,546.00",-,,
Au(T+D),401.60,404.20,401.58,403.95,3.05,0.76%,403.28,"35,928.00","14,489,154,860.00","208,152",多支付给空,"3,792"
Au(T+N1),409.45,411.05,409.45,411.05,4.90,1.21%,411.00,43.60,"17,919,890.00","38,270",多支付给空,"28,000"
Au(T+N2),403.75,405.30,403.05,403.95,2.75,0.69%,404.05,25.80,"10,425,220.00","128,816",多支付给空,
mAu(T+D),401.65,404.20,401.65,403.94,2.64,0.66%,403.54,"6,208.60","2,505,480,460.00","473,900",空支付给多,"17,786"
Pt99.95,196.65,199.26,196.50,198.75,-0.96,-0.48%,198.70,274.00,"54,445,660.00",-,,
Ag(T+D),"5,088","5,177","5,065","5,157",26,0.51%,"5,126","11,109,748.00","56,956,811,840.00","11,640,450",多支付给空,"4,500"
NYAuTN06,415.85,419.05,415.85,416.95,2.60,0.63%,417.90,490.20,"204,859,210.00","42,826",,
NYAuTN12,412.10,414.45,411.85,413.00,2.70,0.66%,413.55,"1,622.00","670,804,060.00","66,098",,
PGC30g,407.15,408.13,407.15,407.68,1.51,0.37%,407.49,0.84,"342,297.00",-,,
