合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,367.50,367.65,367.00,367.48,2.78,0.76%,367.32,164.00,"60,241,920.00",-,,
Au99.99,366.56,368.00,363.59,367.99,2.83,0.78%,367.46,"17,517.14","6,434,175,085.00",-,,
Au100g,367.33,368.89,365.11,368.06,1.66,0.45%,367.92,17.40,"6,401,890.00",-,,
iAu99.99,366.00,366.40,365.60,366.01,2.29,0.63%,366.11,296.20,"108,443,150.00",-,,
Au(T+D),364.94,367.68,363.80,367.23,2.68,0.74%,366.28,"23,688.00","8,676,583,840.00","154,300",空支付给多,"11,004"
Au(T+N1),371.70,373.40,370.05,371.70,2.50,0.68%,371.70,7.80,"2,899,420.00",754,,
Au(T+N2),365.10,367.80,364.10,367.40,3.75,1.03%,366.10,6.00,"2,196,500.00","91,402",空支付给多,100
mAu(T+D),365.00,367.90,364.05,367.19,2.38,0.65%,366.78,"7,481.40","2,744,094,532.00","696,934",空支付给多,"34,498"
Pt99.95,200.50,202.16,199.48,201.25,-2.14,-1.05%,201.25,796.00,"168,300,760.00",-,,
Ag(T+D),"4,624","4,685","4,583","4,654",22,0.47%,"4,642","3,003,054.00","13,942,995,640.00","7,342,572",多支付给空,"66,630"
NYAuTN06,368.75,371.55,367.65,370.45,2.05,0.56%,370.40,103.80,"38,448,850.00","28,294",,
NYAuTN12,363.15,366.45,359.50,365.95,2.15,0.59%,365.75,65.00,"23,772,950.00","22,130",,
PGC30g,373.30,373.50,373.30,373.36,2.21,0.60%,373.36,0.18,"67,206.00",-,,
