合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,408.50,408.50,397.81,407.41,0.39,0.10%,407.83,384.00,"156,609,700.00",-,,
Au99.99,408.98,409.28,406.20,406.20,-0.74,-0.18%,407.92,"10,868.20","4,413,880,409.00",-,,
Au100g,409.32,409.86,407.01,407.29,-0.51,-0.13%,408.65,30.80,"12,586,648.00",-,,
Au(T+D),409.00,409.64,406.00,406.10,-0.26,-0.06%,408.04,"53,940.00","22,010,153,840.00","216,302",空支付给多,"5,800"
Au(T+N1),417.50,419.30,414.00,415.25,3.00,0.73%,417.35,183.20,"76,457,340.00","39,786",多支付给空,"28,800"
Au(T+N2),417.80,417.80,406.60,408.05,0.10,0.02%,409.85,14.60,"5,984,230.00","133,980",多支付给空,
mAu(T+D),409.20,409.68,406.28,406.36,-0.32,-0.08%,408.26,"9,169.60","3,743,652,094.00","492,608",多支付给空,"48,926"
Pt99.95,200.18,200.21,199.30,199.41,0.21,0.11%,199.58,56.00,"11,176,500.00",-,,
Ag(T+D),"5,412","5,437","5,305","5,307",47,0.89%,"5,372","23,232,618.00","124,817,632,794.00","11,564,038",多支付给空,"409,350"
NYAuTN06,423.20,423.55,420.15,420.85,0.95,0.23%,421.85,91.00,"38,389,580.00","44,602",,
NYAuTN12,417.00,417.90,414.20,414.50,-0.60,-0.14%,416.20,122.60,"51,029,370.00","43,680",,
PGC30g,413.90,414.00,412.18,412.84,-0.12,-0.03%,413.23,0.78,"322,322.40",-,,
