合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,374.99,376.00,374.50,375.79,-3.01,-0.79%,374.91,296.00,"110,973,360.00",-,,
Au99.99,379.59,379.59,373.21,376.23,-3.27,-0.86%,375.25,"11,774.38","4,395,973,965.80",-,,
Au100g,379.18,380.00,374.71,378.63,-2.33,-0.61%,377.89,41.20,"15,569,394.00",-,,
iAu99.99,374.40,374.50,374.40,374.49,-6.81,-1.79%,374.49,82.00,"30,708,800.00",-,,
Au(T+D),377.22,378.69,372.60,375.49,-3.96,-1.04%,374.68,"42,966.00","16,098,769,580.00","166,342",多支付给空,"12,808"
Au(T+N1),381.00,381.00,376.75,378.20,-4.15,-1.09%,378.00,12.60,"4,763,150.00","142,394",,
Au(T+N2),383.05,384.00,345.00,382.15,-3.95,-1.02%,381.00,31.80,"12,116,650.00","63,984",,
mAu(T+D),377.80,379.00,372.81,375.75,-4.04,-1.06%,375.20,"7,504.00","2,815,570,120.00","592,852",多支付给空,"50,832"
Pt99.95,234.39,239.45,234.39,238.97,3.35,1.42%,237.91,184.00,"42,874,660.00",-,,
Ag(T+D),"5,400","5,447","5,303","5,394",-66,-1.21%,"5,370","10,432,962.00","56,025,189,830.00","9,341,626",多支付给空,"55,590"
NYAuTN06,380.10,381.00,374.50,377.80,-4.05,-1.06%,376.70,120.60,"45,432,630.00","40,410",,
NYAuTN12,385.80,386.40,380.00,383.00,-4.20,-1.08%,382.45,59.00,"22,565,870.00","15,128",,
PGC30g,380.30,381.49,379.96,381.49,-1.67,-0.44%,380.80,0.72,"274,176.00",-,,
