合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,389.00,389.00,387.50,387.71,0.09,0.02%,387.71,52.00,"20,161,200.00",-,,
Au99.99,387.50,389.50,385.00,387.90,1.20,0.31%,387.39,"16,181.88","6,144,725,720.80",-,,
Au100g,388.00,390.26,385.58,388.36,0.69,0.18%,388.25,25.80,"10,017,070.00",-,,
iAu99.99,387.00,388.00,386.80,387.10,0.64,0.17%,387.04,51.00,"19,739,300.00",-,,
Au(T+D),387.00,389.80,384.80,387.84,0.86,0.22%,387.65,"16,654.00","6,456,055,520.00","158,296",空支付给多,"4,442"
Au(T+N1),389.90,390.00,388.00,389.05,0.25,0.06%,389.60,11.20,"4,363,640.00","66,010",,
Au(T+N2),393.00,394.00,391.10,393.85,1.20,0.31%,391.70,72.80,"28,515,530.00","67,232",,
mAu(T+D),386.73,390.00,384.80,387.96,0.39,0.10%,387.63,"5,049.60","1,957,414,036.00","712,480",多支付给空,"74,940"
Pt99.95,224.05,224.05,219.20,221.63,-2.37,-1.06%,220.18,584.00,"128,851,440.00",-,,
Ag99.99,"4,979","4,979","4,979","4,979",107,2.20%,"4,979",360.00,"1,792,440.00",24,,
Ag(T+D),"4,940","4,985","4,913","4,963",48,0.98%,"4,948","1,734,086.00","8,581,034,306.00","5,715,920",多支付给空,"187,830"
NYAuTN06,390.45,391.00,385.90,388.85,-0.25,-0.06%,389.50,22.00,"8,568,820.00","28,686",,
NYAuTN12,393.00,395.55,390.55,394.00,0.70,0.18%,393.40,148.80,"58,539,380.00","55,892",,
PGC30g,393.50,393.50,392.43,392.96,0.66,0.17%,392.96,0.12,"47,155.80",-,,
