合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,379.00,379.30,377.90,378.02,-1.68,-0.44%,378.75,562.00,"212,859,800.00",-,,
Au99.99,381.00,381.03,377.85,379.88,-0.42,-0.11%,378.63,"15,154.92","5,353,028,352.80",-,,
Au100g,379.60,380.33,378.10,378.45,-1.55,-0.41%,378.74,24.20,"9,165,654.00",-,,
iAu99.99,388.00,388.00,385.00,387.99,-0.19,-0.05%,387.99,"3,686.00","1,430,138,000.00",-,,
iAu100g,260.00,260.00,260.00,260.00,-95.98,-26.96%,260.00,0.20,"52,000.00",-,,
Au(T+D),379.73,380.43,377.50,377.99,-1.75,-0.46%,378.55,"51,670.00","19,559,894,640.00","217,604",多支付给空,"5,248"
Au(T+N1),379.80,381.65,377.70,378.05,-2.20,-0.58%,378.50,67.80,"25,661,390.00","190,688",多支付给空,400
Au(T+N2),383.00,383.20,379.40,380.10,-2.15,-0.56%,381.15,99.80,"38,037,200.00","120,664",,
mAu(T+D),379.99,380.47,377.70,378.14,-1.75,-0.46%,378.63,"10,695.20","4,049,578,894.00","845,580",多支付给空,"66,620"
Pt99.95,182.10,183.35,181.50,181.50,-3.42,-1.85%,182.17,334.00,"60,846,800.00",-,,
Ag(T+D),"3,668","3,684","3,640","3,651",-9,-0.25%,"3,654","5,981,424.00","21,861,184,710.00","8,757,738",多支付给空,"510,390"
NYAuTN06,389.25,389.25,386.10,386.75,-2.20,-0.57%,386.95,726.20,"280,999,200.00","62,206",,
NYAuTN12,388.95,389.50,386.50,387.50,-2.00,-0.51%,387.50,303.20,"117,491,250.00","63,920",,
PGC30g,384.85,384.85,384.45,384.60,-1.40,-0.36%,384.60,0.60,"230,762.40",-,,
