合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,402.20,402.20,401.40,401.95,2.60,0.65%,401.86,106.00,"42,597,200.00",-,,
Au99.99,405.00,405.00,399.99,401.99,2.60,0.65%,401.65,"11,274.14","4,235,358,100.20",-,,
Au100g,400.84,402.58,400.20,401.99,2.74,0.69%,401.49,40.20,"16,140,126.00",-,,
iAu99.99,405.00,405.00,405.00,405.00,1.10,0.27%,405.00,0.02,"8,100.00",-,,
Au(T+D),401.36,402.99,400.52,401.97,3.09,0.77%,401.77,"86,410.00","34,717,238,420.00","255,926",多支付给空,"10,508"
Au(T+N1),407.65,409.00,405.90,407.65,3.30,0.82%,407.75,30.00,"12,233,070.00","24,056",多支付给空,200
Au(T+N2),403.00,406.00,401.20,404.85,2.50,0.62%,404.65,18.80,"7,607,700.00","140,650",多支付给空,600
mAu(T+D),401.51,403.05,400.63,401.94,2.95,0.74%,401.80,"9,793.80","3,935,152,870.00","903,702",多支付给空,"21,284"
Pt99.95,198.66,201.60,198.66,200.00,1.34,0.67%,201.12,92.00,"18,503,720.00",-,,
Ag(T+D),"4,415","4,486","4,386","4,470",110,2.52%,"4,441","17,762,164.00","78,886,077,130.00","14,321,454",多支付给空,"7,950"
NYAuTN06,410.60,414.45,410.60,413.90,4.10,1.00%,413.15,413.80,"170,964,100.00","18,172",,
NYAuTN12,409.00,411.95,409.00,410.95,3.05,0.75%,410.65,467.80,"192,107,830.00","74,838",,
PGC30g,407.05,407.05,407.05,407.05,2.91,0.72%,407.05,0.60,"244,230.00",-,,
