合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,389.00,394.25,389.00,392.53,5.93,1.53%,391.43,220.00,"86,114,940.00",-,,
Au99.99,385.33,396.75,385.30,395.14,8.73,2.26%,392.92,"12,686.98","4,954,018,967.80",-,,
Au100g,387.23,395.00,385.17,394.96,6.53,1.68%,392.60,68.60,"26,932,588.00",-,,
iAu99.99,385.20,394.80,385.20,393.80,9.37,2.44%,390.26,2.80,"1,092,740.00",-,,
Au(T+D),385.87,395.97,385.11,394.91,8.33,2.15%,391.87,"23,738.00","9,302,314,240.00","160,444",空支付给多,"8,082"
Au(T+N1),388.70,396.40,388.70,395.70,8.35,2.16%,393.50,118.80,"46,750,940.00","65,822",,
Au(T+N2),391.50,400.90,390.60,400.60,9.80,2.51%,396.30,14.00,"5,548,040.00","66,692",,
mAu(T+D),386.00,396.30,385.29,394.94,8.31,2.15%,392.00,"6,763.80","2,651,418,278.00","715,060",多支付给空,"28,702"
Pt99.95,228.29,234.10,228.29,234.05,5.45,2.38%,232.59,402.00,"93,502,660.00",-,,
Ag(T+D),"4,920","5,127","4,919","5,101",172,3.49%,"5,030","3,860,192.00","19,420,374,526.00","6,482,832",多支付给空,"33,720"
NYAuTN06,386.60,396.90,386.60,396.05,8.15,2.10%,392.65,82.00,"32,198,660.00","28,632",,
NYAuTN12,391.80,402.00,391.80,401.60,9.20,2.34%,399.90,152.40,"60,944,050.00","54,790",,
PGC30g,390.70,401.00,390.70,400.80,11.70,3.01%,398.05,1.02,"406,020.00",-,,
