合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,427.00,427.80,427.00,427.46,1.84,0.43%,427.05,158.00,"67,474,000.00",-,,
Au99.99,425.00,428.88,422.00,427.07,1.87,0.44%,427.47,"10,176.68","4,102,385,698.80",-,,
Au100g,423.58,428.89,422.45,427.73,0.69,0.16%,427.12,65.20,"27,848,702.00",-,,
iAu99.99,432.00,438.00,432.00,433.50,-5.84,-1.33%,433.50,0.08,"34,680.00",-,,
iAu100g,390.00,390.00,390.00,390.00,90.00,30.00%,390.00,0.20,"78,000.00",-,,
Au(T+D),421.92,428.90,421.01,426.99,-2.14,-0.50%,426.18,"100,546.00","42,851,414,800.00","277,692",多支付给空,"9,770"
Au(T+N1),432.00,437.20,430.05,435.65,-0.40,-0.09%,434.60,17.60,"7,649,240.00","26,452",,
Au(T+N2),428.00,432.95,426.10,431.05,0.00,0.00%,430.00,182.00,"78,261,130.00","145,946",,
mAu(T+D),423.00,429.20,421.30,427.00,-2.13,-0.50%,426.70,"17,956.20","7,662,020,100.00","957,100",多支付给空,"37,680"
Pt99.95,220.50,221.08,220.06,220.78,3.06,1.41%,220.78,80.00,"17,662,400.00",-,,
Ag99.99,"5,473","5,473","5,473","5,473",497,9.99%,"5,473",60.00,"328,380.00",4,,
Ag(T+D),"5,522","5,772","5,461","5,691",-103,-1.78%,"5,652","30,381,488.00","171,733,184,784.00","12,623,804",多支付给空,"36,630"
NYAuTN06,440.20,448.70,440.20,448.20,1.25,0.28%,445.75,234.40,"104,479,150.00","19,324",,
NYAuTN12,435.00,442.65,434.40,442.15,0.10,0.02%,440.60,"1,547.40","681,780,660.00","85,614",,
PGC30g,431.90,433.61,431.90,433.53,1.63,0.38%,433.09,2.70,"1,169,360.40",-,,
