合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,390.40,393.45,390.40,393.14,5.43,1.40%,392.95,118.00,"46,368,100.00",-,,
Au99.99,390.50,394.80,388.02,394.67,6.77,1.75%,392.97,"13,715.10","5,379,469,794.20",-,,
Au100g,391.05,394.05,389.05,394.00,5.64,1.45%,392.52,32.40,"12,717,918.00",-,,
iAu99.99,390.50,395.00,389.00,393.63,6.53,1.69%,391.58,3.72,"1,456,694.00",-,,
Au(T+D),390.00,394.48,388.06,394.23,6.58,1.70%,392.24,"32,770.00","12,853,906,800.00","162,526",空支付给多,"6,950"
Au(T+N1),391.50,395.00,389.50,394.50,4.90,1.26%,392.75,54.20,"21,288,190.00","66,214",,
Au(T+N2),407.00,407.00,393.50,399.40,7.70,1.97%,397.65,24.40,"9,702,620.00","67,204",,
mAu(T+D),390.00,394.50,388.70,394.28,6.65,1.72%,392.52,"7,925.60","3,110,968,840.00","707,572",多支付给空,"50,418"
Pt99.95,223.00,223.50,221.00,222.99,1.36,0.61%,223.01,292.00,"63,402,500.00",-,,
Ag(T+D),"4,993","5,104","4,967","5,056",108,2.18%,"5,046","3,513,200.00","17,729,893,690.00","5,946,108",多支付给空,"234,240"
NYAuTN06,392.25,395.55,390.00,395.50,6.00,1.54%,393.90,61.20,"24,107,720.00","28,868",,
NYAuTN12,396.75,401.10,395.40,401.05,7.65,1.94%,399.55,278.20,"111,149,690.00","57,786",,
PGC30g,396.00,397.36,396.00,396.90,3.94,1.00%,396.90,0.18,"71,442.60",-,,
