合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,366.60,366.60,364.30,365.17,-0.54,-0.15%,364.88,716.00,"261,259,060.00",-,,
Au99.99,365.02,368.70,364.21,365.10,-0.58,-0.16%,365.16,"16,313.96","5,976,581,569.60",-,,
Au100g,367.99,368.83,365.00,365.35,-1.15,-0.31%,365.94,23.20,"8,489,906.00",-,,
iAu99.99,363.70,363.70,363.70,363.70,-0.76,-0.21%,363.70,2.00,"727,400.00",-,,
Au(T+D),365.00,369.00,364.11,365.03,-0.92,-0.25%,365.96,"32,398.00","11,856,567,760.00","159,384",空支付给多,"9,300"
Au(T+N1),366.05,370.80,365.50,366.90,-0.35,-0.10%,366.20,48.20,"17,652,030.00","151,104",多支付给空,
Au(T+N2),371.00,371.00,369.00,370.00,1.05,0.28%,370.00,0.40,"148,000.00","86,096",多支付给空,200
mAu(T+D),365.32,369.00,364.23,365.31,-0.75,-0.20%,365.87,"6,204.80","2,270,206,254.00","508,800",多支付给空,"25,050"
Pt99.95,252.33,253.33,250.00,252.71,-2.14,-0.84%,251.78,794.00,"199,913,480.00",-,,
Ag99.99,"5,245","5,245","5,245","5,245",29,0.56%,"5,245",630.00,"3,304,350.00",42,,
Ag(T+D),"5,101","5,226","5,053","5,212",21,0.40%,"5,154","9,894,416.00","51,004,906,606.00","8,402,768",多支付给空,"66,690"
NYAuTN06,365.85,369.10,364.60,365.50,-0.65,-0.18%,366.40,108.20,"39,642,810.00","38,606",,
NYAuTN12,370.50,374.00,370.00,370.85,-0.30,-0.08%,371.45,146.20,"54,307,050.00","21,646",,
PGC30g,350.00,371.50,350.00,365.83,-6.58,-1.77%,365.83,0.24,"87,800.40",-,,
