合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,368.30,368.80,368.10,368.30,-1.87,-0.51%,368.28,220.00,"81,023,100.00",-,,
Au99.99,372.60,372.60,367.90,368.37,-2.47,-0.67%,368.42,"17,005.44","6,268,773,814.20",-,,
Au100g,369.05,373.00,369.05,371.86,-0.57,-0.15%,372.01,18.20,"6,770,754.00",-,,
iAu99.99,367.90,368.00,367.15,367.36,-2.24,-0.61%,367.67,9.16,"3,367,941.00",-,,
Au(T+D),369.62,370.35,367.80,368.20,-3.60,-0.97%,368.50,"33,056.00","12,181,422,960.00","152,712",空支付给多,"7,342"
Au(T+N1),370.10,372.50,369.10,370.75,-3.05,-0.82%,370.80,"2,016.60","747,748,100.00","20,608",,
Au(T+N2),378.60,378.60,373.50,374.60,-2.60,-0.69%,375.80,6.60,"2,480,310.00","63,306",,
mAu(T+D),370.50,370.50,367.92,368.41,-3.21,-0.86%,368.52,"11,159.80","4,112,621,030.00","749,474",空支付给多,"93,590"
Pt99.95,209.45,209.46,205.56,207.07,-1.67,-0.80%,207.90,392.00,"81,497,320.00",-,,
Ag99.99,"4,618","4,618","4,618","4,618",-78,-1.66%,"4,618",390.00,"1,801,020.00",26,,
Ag(T+D),"4,595","4,616","4,550","4,572",-127,-2.70%,"4,586","3,251,224.00","14,910,434,646.00","7,238,018",空支付给多,"293,340"
NYAuTN06,372.15,372.15,370.70,371.00,-3.40,-0.91%,371.35,37.40,"13,887,930.00","28,086",,
NYAuTN12,376.00,376.05,374.70,374.95,-3.35,-0.89%,375.25,26.80,"10,056,920.00","9,150",,
PGC30g,374.11,374.55,374.11,374.40,-2.53,-0.67%,374.40,0.18,"67,392.60",-,,
