合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,389.00,389.00,387.00,387.05,-4.75,-1.21%,387.48,316.00,"122,445,820.00",-,,
Au99.99,392.95,392.95,386.29,387.86,-3.34,-0.85%,388.13,"9,324.06","3,596,192,978.80",-,,
Au100g,391.65,392.75,387.08,388.65,-3.20,-0.82%,389.29,60.60,"23,591,480.00",-,,
iAu99.99,390.80,390.80,390.80,390.80,-3.64,-0.92%,390.80,"3,650.00","1,426,420,000.00",-,,
Au(T+D),391.05,392.18,385.75,387.51,-5.18,-1.32%,388.10,"114,834.00","44,567,909,840.00","236,834",多支付给空,"7,646"
Au(T+N1),392.25,392.25,386.05,388.25,-5.20,-1.32%,388.40,15.40,"5,981,120.00","111,134",多支付给空,
Au(T+N2),394.75,394.75,387.75,389.10,-5.35,-1.36%,389.35,151.00,"58,793,750.00","134,720",多支付给空,
mAu(T+D),391.40,392.17,386.01,387.78,-4.87,-1.24%,388.19,"16,963.80","6,585,223,940.00","843,674",空支付给多,"17,832"
Pt99.95,200.40,201.00,199.00,200.18,-0.82,-0.41%,199.83,166.00,"33,172,200.00",-,,
Ag(T+D),"4,341","4,351","4,234","4,236",-124,-2.84%,"4,277","22,219,422.00","95,050,234,520.00","12,807,050",空支付给多,"12,570"
NYAuTN06,392.70,392.70,387.30,389.35,-5.20,-1.32%,389.85,283.80,"110,638,500.00","33,890",,
NYAuTN12,398.70,398.70,392.15,393.80,-5.65,-1.41%,394.60,903.20,"356,398,720.00","83,718",,
PGC30g,394.00,394.88,392.38,393.96,-3.31,-0.83%,393.80,1.62,"637,962.00",-,,
