合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,392.00,392.00,389.00,389.41,0.70,0.18%,389.95,564.00,"219,935,840.00",-,,
Au99.99,387.00,392.20,386.00,389.14,0.31,0.08%,389.64,"9,798.92","3,823,178,832.00",-,,
Au100g,387.58,392.00,387.58,390.36,1.17,0.30%,389.81,29.80,"11,616,506.00",-,,
iAu99.99,388.00,388.45,387.80,388.10,0.95,0.25%,388.30,"6,072.00","2,351,359,640.00",-,,
Au(T+D),385.88,392.70,385.72,389.09,1.25,0.32%,389.43,"39,374.00","15,333,622,680.00","167,800",空支付给多,"13,336"
Au(T+N1),391.95,393.00,389.05,390.45,1.30,0.33%,391.60,6.60,"2,584,470.00","132,556",多支付给空,600
Au(T+N2),390.95,395.00,390.95,391.35,0.30,0.08%,392.65,19.60,"7,696,180.00","89,008",,
mAu(T+D),386.25,392.92,385.00,388.85,0.82,0.21%,389.34,"7,817.60","3,043,770,832.00","500,592",空支付给多,"45,034"
Pt99.95,258.00,259.80,256.00,259.27,-2.14,-0.82%,257.73,"1,014.00","261,345,980.00",-,,
Ag(T+D),"5,708","5,840","5,631","5,716",-114,-1.96%,"5,732","11,188,398.00","64,140,817,226.00","8,188,234",空支付给多,"9,030"
NYAuTN06,386.55,392.10,386.55,389.50,1.40,0.36%,389.85,55.40,"21,597,040.00","36,446",,
NYAuTN12,392.25,396.35,390.00,392.75,1.25,0.32%,393.75,154.20,"60,713,400.00","25,630",,
PGC30g,395.80,395.90,395.80,395.86,2.56,0.65%,395.86,0.18,"71,256.00",-,,
