合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,370.70,370.70,370.70,370.70,2.27,0.62%,370.70,2.00,"741,400.00",-,,
Au99.99,369.47,371.54,369.47,371.35,2.31,0.63%,371.01,"14,722.48","5,476,959,479.00",-,,
Au100g,371.77,372.05,370.82,371.34,2.21,0.60%,371.57,9.20,"3,418,454.00",-,,
iAu99.99,370.00,370.88,370.00,370.82,2.65,0.72%,370.81,78.22,"29,005,286.00",-,,
Au(T+D),371.24,371.40,370.42,371.33,2.51,0.68%,370.85,"10,234.00","3,795,288,640.00","133,154",空支付给多,"5,576"
Au(T+N1),371.10,374.90,371.10,372.10,-0.30,-0.08%,372.00,10.80,"4,017,600.00","60,594",,
Au(T+N2),374.20,377.50,374.20,376.75,2.25,0.60%,376.75,10.20,"3,842,800.00","63,364",,
mAu(T+D),371.01,371.42,370.55,371.25,2.35,0.64%,371.00,"2,474.20","917,945,176.00","711,194",多支付给空,"63,766"
Pt99.95,218.65,218.65,218.50,218.63,-0.46,-0.21%,218.63,22.00,"4,810,000.00",-,,
Ag(T+D),"4,685","4,735","4,685","4,709",8,0.17%,"4,706","912,504.00","4,294,513,422.00","6,464,186",空支付给多,"89,070"
NYAuTN06,372.75,372.90,372.45,372.60,1.95,0.53%,372.65,15.00,"5,589,780.00","27,816",,
NYAuTN12,376.95,377.25,376.30,377.05,2.30,0.61%,376.80,53.00,"19,970,430.00","16,808",,
PGC30g,377.04,377.04,377.04,377.04,2.93,0.78%,377.04,0.06,"22,622.40",-,,
