合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,416.40,417.50,416.40,417.00,1.52,0.37%,417.23,288.00,"120,163,060.00",-,,
Au99.99,415.15,418.00,415.15,417.03,1.53,0.37%,417.42,"10,959.62","4,433,822,589.20",-,,
Au100g,417.38,418.66,417.01,417.80,0.99,0.24%,417.89,19.60,"8,190,802.00",-,,
Au(T+D),415.70,417.94,415.00,417.09,1.07,0.26%,416.97,"38,564.00","16,080,126,920.00","250,578",多支付给空,"16,800"
Au(T+N1),425.00,428.60,423.60,425.75,0.90,0.21%,427.20,172.60,"73,734,070.00","31,796",,
Au(T+N2),420.25,420.40,418.95,419.65,1.60,0.38%,419.40,62.00,"26,003,690.00","156,288",,
mAu(T+D),415.86,418.08,415.60,417.26,0.97,0.23%,417.28,"5,971.00","2,491,613,688.00","967,794",多支付给空,"35,606"
Pt99.95,219.00,219.70,218.50,219.36,3.81,1.77%,219.12,138.00,"30,239,780.00",-,,
Ag(T+D),"5,835","5,936","5,832","5,902",58,0.99%,"5,891","11,597,832.00","68,333,726,754.00","11,990,858",多支付给空,
NYAuTN06,435.90,436.45,434.45,435.00,0.85,0.20%,435.35,48.20,"20,984,040.00","23,394",,
NYAuTN12,429.60,431.80,429.60,430.95,0.80,0.19%,431.00,121.20,"52,236,110.00","91,492",,
PGC30g,422.20,423.67,422.20,422.92,1.21,0.29%,423.07,1.08,"456,922.20",-,,
