合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,369.90,370.00,369.60,369.96,0.27,0.07%,369.84,84.00,"31,067,000.00",-,,
Au99.99,373.00,373.00,368.63,370.30,0.18,0.05%,369.91,"30,830.24","10,182,155,660.60",-,,
Au100g,371.95,371.99,369.00,370.66,0.61,0.16%,369.74,29.60,"10,944,534.00",-,,
iAu99.99,372.00,372.50,371.80,372.36,0.36,0.10%,372.26,771.90,"287,352,206.80",-,,
Au(T+D),369.93,370.83,368.30,370.78,0.87,0.24%,369.67,"47,606.00","17,598,955,440.00","241,286",空支付给多,"17,444"
Au(T+N1),369.70,372.35,369.10,371.65,1.25,0.34%,371.50,24.20,"8,990,550.00","194,828",,
Au(T+N2),372.85,374.50,372.80,374.40,1.05,0.28%,373.10,32.00,"11,938,670.00","117,970",,
mAu(T+D),369.90,370.80,368.50,370.66,0.73,0.20%,369.70,"7,074.80","2,615,575,176.00","883,252",多支付给空,"19,420"
Pt99.95,175.35,176.65,174.50,176.65,0.65,0.37%,175.43,318.00,"55,788,780.00",-,,
Ag99.99,"3,720","3,720","3,720","3,720",338,9.99%,"3,720",60.00,"223,200.00",4,,
Ag(T+D),"3,698","3,712","3,660","3,703",1,0.03%,"3,688","6,106,532.00","22,523,925,876.00","9,644,494",空支付给多,"4,770"
NYAuTN06,378.15,378.15,374.90,377.40,1.55,0.41%,375.95,181.60,"68,273,900.00","62,458",,
NYAuTN12,376.20,378.80,375.60,378.65,1.80,0.48%,377.50,187.40,"70,746,400.00","46,890",,
PGC30g,375.84,376.60,374.91,375.77,0.22,0.06%,375.77,0.30,"112,731.60",-,,
