合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,390.30,390.30,389.00,389.31,-1.14,-0.29%,389.95,584.00,"227,948,100.00",-,,
Au99.99,390.60,390.75,388.78,389.89,-0.61,-0.16%,390.16,"9,614.78","3,718,667,674.00",-,,
Au100g,390.00,391.39,390.00,390.63,-0.43,-0.11%,390.82,10.20,"3,986,422.00",-,,
iAu99.99,392.10,392.10,351.12,362.60,-29.91,-7.62%,365.26,20.02,"7,312,598.40",-,,
iAu100g,345.00,345.00,345.00,345.00,35.00,11.29%,345.00,0.20,"69,000.00",-,,
Au(T+D),388.57,390.73,388.00,389.89,-0.08,-0.02%,389.81,"53,074.00","20,689,179,620.00","225,558",空支付给多,"10,452"
Au(T+N1),395.00,395.15,394.00,394.90,0.00,0.00%,394.70,4.40,"1,736,810.00","22,380",,
Au(T+N2),391.70,393.05,391.70,392.25,-0.25,-0.06%,392.00,27.40,"10,741,490.00","138,308",多支付给空,800
mAu(T+D),388.72,390.72,388.50,389.90,-0.16,-0.04%,389.80,"6,909.20","2,693,248,754.00","866,248",多支付给空,"27,868"
Pt99.95,195.30,196.57,195.00,195.41,-0.21,-0.11%,195.76,166.00,"32,497,000.00",-,,
Ag99.99,"4,230","4,230","4,230","4,230",67,1.61%,"4,230","3,000.00","12,690,000.00",200,,
Ag(T+D),"4,195","4,229","4,185","4,214",22,0.52%,"4,209","8,553,376.00","36,009,243,826.00","13,112,752",多支付给空,"236,670"
NYAuTN06,396.15,399.00,396.10,398.25,0.50,0.13%,397.95,68.00,"27,062,490.00","3,286",,
NYAuTN12,395.10,397.10,395.00,396.85,0.60,0.15%,396.45,330.80,"131,146,460.00","78,338",,
PGC30g,395.41,395.41,395.41,395.41,-0.30,-0.08%,395.41,0.06,"23,724.60",-,,
