合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,395.00,395.00,392.50,392.56,-3.89,-0.98%,393.50,176.00,"69,256,200.00",-,,
Au99.99,400.00,400.00,391.81,391.99,-4.74,-1.19%,393.75,"13,651.34","5,137,145,428.40",-,,
Au100g,397.01,397.01,393.00,393.05,-3.50,-0.88%,394.98,47.60,"18,801,492.00",-,,
iAu99.99,399.20,399.20,397.20,398.89,-1.11,-0.28%,398.89,60.20,"24,013,440.00",-,,
iAu100g,275.00,275.00,275.00,275.00,-45.00,-14.06%,275.00,3.00,"825,000.00",-,,
Au(T+D),396.10,397.25,391.81,391.98,-3.51,-0.89%,394.44,"103,690.00","40,899,700,020.00","235,272",多支付给空,"9,300"
Au(T+N1),395.75,396.00,392.60,392.75,-3.35,-0.85%,394.10,46.00,"18,128,840.00","180,576",多支付给空,400
Au(T+N2),395.35,398.20,395.00,395.40,-3.50,-0.88%,397.10,29.60,"11,754,140.00","128,196",,
mAu(T+D),396.60,397.30,392.00,392.19,-3.24,-0.82%,394.45,"11,033.40","4,352,143,868.00","873,478",多支付给空,"56,916"
Pt99.95,201.10,203.00,201.10,202.50,1.31,0.65%,202.31,534.00,"108,035,040.00",-,,
Ag(T+D),"4,263","4,283","4,143","4,161",-71,-1.68%,"4,207","21,969,342.00","92,440,577,346.00","12,053,622",空支付给多,"76,860"
NYAuTN06,400.80,401.40,396.30,396.40,-3.70,-0.92%,398.95,317.20,"126,550,720.00","44,040",,
NYAuTN12,401.70,402.50,398.70,398.85,-2.85,-0.71%,400.85,403.80,"161,873,060.00","74,446",,
PGC30g,400.88,400.88,398.00,399.18,-2.82,-0.70%,399.37,1.20,"479,252.40",-,,
