合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,376.00,376.00,375.60,375.95,1.20,0.32%,375.84,122.00,"45,852,800.00",-,,
Au99.99,374.00,376.50,374.00,375.89,1.28,0.34%,375.92,"14,141.76","5,325,038,218.80",-,,
Au100g,375.00,377.00,375.00,376.85,1.80,0.48%,376.24,13.20,"4,966,416.00",-,,
iAu99.99,373.76,375.05,373.76,374.86,0.15,0.04%,374.64,1.46,"546,982.00",-,,
Au(T+D),374.74,376.35,374.37,375.45,1.87,0.50%,375.71,"17,940.00","6,740,363,580.00","152,156",多支付给空,"9,954"
Au(T+N1),378.95,379.90,377.10,378.55,1.25,0.33%,378.55,4.40,"1,665,550.00",740,,
Au(T+N2),376.00,377.00,374.20,376.95,1.55,0.41%,376.75,32.60,"12,282,520.00","91,014",,
mAu(T+D),375.28,376.55,374.20,375.78,1.39,0.37%,375.93,"9,043.00","3,399,571,290.00","575,300",空支付给多,"87,606"
Pt99.95,225.75,225.75,224.37,224.99,1.93,0.87%,225.06,334.00,"75,149,400.00",-,,
Ag99.99,"5,175","5,175","5,175","5,175",266,5.42%,"5,175",60.00,"310,500.00",4,,
Ag(T+D),"4,965","5,000","4,955","4,975",45,0.91%,"4,979","1,627,092.00","8,101,442,560.00","7,043,064",多支付给空,"170,430"
NYAuTN06,378.60,380.75,377.65,380.25,1.55,0.41%,380.10,134.60,"51,159,320.00","21,630",,
NYAuTN12,375.40,377.25,375.40,377.10,1.15,0.31%,376.95,80.40,"30,305,880.00","22,240",,
PGC30g,380.42,383.00,380.42,382.84,1.94,0.51%,382.19,1.74,"665,026.80",-,,
