合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,393.50,395.00,393.00,393.53,1.43,0.36%,394.05,214.00,"84,327,500.00",-,,
Au99.99,393.00,395.60,391.60,393.99,2.04,0.52%,394.06,"11,799.14","4,539,587,534.80",-,,
Au100g,398.90,398.90,392.59,394.06,1.51,0.38%,394.49,29.00,"11,440,298.00",-,,
iAu99.99,392.75,394.30,392.00,393.80,2.00,0.51%,393.32,2.04,"802,388.00",-,,
Au(T+D),393.00,396.00,391.36,393.90,1.95,0.50%,393.91,"18,566.00","7,313,386,320.00","164,360",多支付给空,"10,368"
Au(T+N1),392.55,396.30,392.55,394.20,-0.30,-0.08%,394.70,30.60,"12,077,320.00","66,340",,
Au(T+N2),398.00,400.25,396.10,397.20,0.55,0.14%,398.45,30.80,"12,272,980.00","67,234",,
mAu(T+D),392.04,396.10,391.50,394.01,2.04,0.52%,393.69,"4,477.80","1,762,870,028.00","697,460",多支付给空,"51,990"
Pt99.95,230.28,230.29,229.40,229.78,2.13,0.94%,229.97,370.00,"80,966,540.00",-,,
Ag(T+D),"5,070","5,106","5,008","5,043",-13,-0.26%,"5,046","2,292,678.00","11,571,107,976.00","5,933,318",空支付给多,"480,720"
NYAuTN06,394.05,396.90,393.60,395.05,1.85,0.47%,395.00,51.80,"20,460,380.00","28,846",,
NYAuTN12,399.75,402.00,397.95,400.40,1.65,0.41%,399.90,59.40,"23,755,640.00","58,194",,
PGC30g,398.00,400.57,398.00,400.05,3.05,0.77%,399.66,0.66,"263,776.80",-,,
