合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,427.50,429.55,427.50,429.04,10.26,2.45%,428.50,708.00,"302,478,280.00",-,,
Au99.99,423.99,430.42,420.31,430.00,9.30,2.21%,428.52,"12,064.10","5,149,167,614.00",-,,
Au100g,421.63,431.25,421.49,429.96,9.32,2.22%,427.58,66.40,"28,391,510.00",-,,
iAu99.99,427.00,441.00,427.00,436.50,5.63,1.31%,436.50,0.08,"34,920.00",-,,
Au(T+D),421.05,430.48,420.36,429.67,11.28,2.70%,426.54,"114,900.00","49,010,063,000.00","265,218",多支付给空,"11,674"
Au(T+N1),432.00,440.25,432.00,439.90,11.60,2.71%,437.25,24.60,"10,756,600.00","30,302",,
Au(T+N2),426.00,435.30,425.95,433.05,10.75,2.55%,431.25,54.20,"23,374,960.00","149,896",,
mAu(T+D),421.00,430.47,420.50,429.73,11.48,2.74%,426.73,"14,447.00","6,165,010,942.00","991,764",多支付给空,"26,586"
Pt99.95,221.60,224.58,221.60,224.19,2.52,1.14%,223.46,208.00,"46,480,640.00",-,,
Ag(T+D),"6,188","6,399","6,174","6,385",298,4.90%,"6,304","29,892,632.00","188,460,994,968.00","12,666,812",多支付给空,180
NYAuTN06,444.70,454.10,444.70,452.85,10.90,2.47%,450.90,174.80,"78,818,180.00","22,296",,
NYAuTN12,438.75,448.20,438.70,446.95,10.80,2.48%,445.25,555.60,"247,392,920.00","101,246",,
PGC30g,426.00,435.37,426.00,434.39,9.47,2.23%,433.12,1.08,"467,769.60",-,,
