合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,372.20,373.10,372.20,372.92,1.92,0.52%,372.94,294.00,"109,646,540.00",-,,
Au99.99,371.30,373.97,370.40,372.84,1.54,0.41%,372.97,"15,670.12","5,844,544,997.20",-,,
Au100g,373.50,375.00,373.50,373.80,0.48,0.13%,374.40,13.80,"5,166,812.00",-,,
iAu99.99,370.85,372.23,370.85,371.85,1.75,0.47%,371.85,1.08,"401,598.40",-,,
Au(T+D),370.60,373.20,369.95,372.60,1.65,0.44%,372.28,"22,312.00","8,306,533,620.00","145,356",空支付给多,"10,118"
Au(T+N1),373.05,376.70,373.05,374.85,1.05,0.28%,374.85,8.00,"2,999,000.00",630,,
Au(T+N2),377.65,379.00,375.70,378.95,1.80,0.48%,378.85,"2,020.80","765,555,110.00","43,302",,
mAu(T+D),371.00,373.28,370.28,372.52,1.34,0.36%,372.76,"8,093.80","3,017,055,654.00","682,016",空支付给多,"87,496"
Pt99.95,204.00,207.94,204.00,207.76,2.92,1.43%,207.24,346.00,"71,731,680.00",-,,
Ag99.99,"4,754","4,754","4,754","4,754",5,0.11%,"4,754","1,950.00","9,270,300.00",130,,
Ag(T+D),"4,720","4,759","4,696","4,726",-6,-0.13%,"4,731","2,633,474.00","12,461,329,466.00","7,442,744",多支付给空,"38,790"
NYAuTN06,374.20,376.35,373.95,376.15,2.15,0.57%,375.75,28.60,"10,747,230.00","28,046",,
NYAuTN12,377.90,380.25,377.85,379.75,1.70,0.45%,379.85,70.80,"26,894,940.00","7,784",,
PGC30g,378.60,379.00,378.60,378.90,1.84,0.49%,378.90,0.24,"90,936.00",-,,
