合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,396.50,397.20,395.10,396.57,-2.48,-0.62%,396.68,386.00,"153,120,960.00",-,,
Au99.99,398.58,399.00,395.00,397.21,-2.26,-0.57%,396.70,"11,407.28","4,525,358,354.20",-,,
Au100g,397.72,399.03,395.70,397.61,-3.37,-0.84%,397.85,28.20,"11,219,418.00",-,,
iAu99.99,393.00,399.00,392.50,397.61,-7.39,-1.82%,397.86,0.86,"342,160.00",-,,
iAu100g,396.90,396.90,396.90,396.90,-1.98,-0.50%,396.90,2.00,"793,800.00",-,,
Au(T+D),398.00,398.60,394.52,396.43,-3.08,-0.77%,396.43,"49,260.00","19,528,421,720.00","211,466",多支付给空,"12,492"
Au(T+N1),403.35,405.50,401.35,403.80,-1.80,-0.44%,403.35,19.80,"7,986,180.00","38,972",,
Au(T+N2),397.00,398.50,395.10,396.65,-3.05,-0.76%,396.90,374.60,"148,685,570.00","130,970",多支付给空,
mAu(T+D),398.02,398.80,394.63,396.90,-2.83,-0.71%,396.60,"6,199.40","2,458,736,982.00","466,706",多支付给空,"20,318"
Pt99.95,195.50,195.50,191.20,191.20,-6.03,-3.06%,193.17,788.00,"152,942,700.00",-,,
Ag(T+D),"4,851","4,970","4,732","4,869",-88,-1.78%,"4,861","25,632,900.00","124,624,231,790.00","11,775,192",多支付给空,"47,670"
NYAuTN06,410.00,411.55,408.30,409.55,-3.40,-0.82%,409.65,193.00,"79,061,410.00","43,052",,
NYAuTN12,407.90,407.90,403.80,405.40,-2.95,-0.72%,405.60,"1,728.80","701,171,750.00","47,238",,
PGC30g,402.00,402.20,401.59,401.97,-2.36,-0.58%,402.01,0.78,"313,571.40",-,,
