合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,397.40,397.40,395.00,395.04,-0.15,-0.04%,395.75,280.00,"110,810,700.00",-,,
Au99.99,396.38,398.50,395.25,396.01,0.08,0.02%,396.90,"10,150.64","4,026,235,658.60",-,,
Au100g,396.96,399.40,396.23,397.83,1.03,0.26%,397.90,27.60,"10,982,248.00",-,,
Au(T+D),395.03,398.50,395.00,395.09,-0.14,-0.04%,396.73,"48,382.00","19,194,730,540.00","228,260",多支付给空,"11,218"
Au(T+N1),402.95,405.00,402.95,403.95,2.00,0.50%,404.25,7.80,"3,153,360.00","39,970",,
Au(T+N2),397.00,399.35,396.90,397.70,1.60,0.40%,398.50,389.00,"155,014,090.00","138,282",,
mAu(T+D),396.25,398.70,395.26,395.29,-0.42,-0.11%,397.05,"8,263.00","3,280,858,960.00","500,274",多支付给空,"38,648"
Pt99.95,199.51,199.51,198.77,199.00,0.95,0.48%,199.39,78.00,"15,552,720.00",-,,
Ag99.99,"5,210","5,210","5,210","5,210",108,2.12%,"5,210",480.00,"2,500,800.00",32,,
Ag(T+D),"5,059","5,239","5,053","5,185",124,2.45%,"5,174","16,662,140.00","86,216,510,410.00","12,084,534",多支付给空,"126,600"
沪纽金TN06,408.30,411.00,407.25,407.65,-0.75,-0.18%,408.40,76.00,"31,037,450.00","44,876",,
沪纽金TN12,402.90,404.55,401.00,401.05,-0.75,-0.19%,402.80,222.00,"89,428,200.00","44,184",,
熊猫金币30g,402.95,402.95,402.95,402.95,2.15,0.54%,402.95,0.06,"24,177.00",-,,
