合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,399.50,399.50,398.50,399.05,-5.50,-1.36%,398.90,632.00,"252,105,220.00",-,,
Au99.99,403.78,403.78,398.70,399.47,-5.13,-1.27%,399.39,"16,900.44","6,551,488,805.20",-,,
Au100g,402.22,402.49,399.00,400.98,-4.10,-1.01%,400.13,46.20,"18,486,064.00",-,,
iAu100g,398.88,398.88,398.88,398.88,8.98,2.30%,398.88,0.20,"79,776.00",-,,
Au(T+D),402.18,402.18,398.00,399.20,-5.13,-1.27%,399.51,"72,340.00","28,901,051,580.00","215,206",多支付给空,"5,008"
Au(T+N1),408.00,408.00,403.90,407.15,-4.50,-1.09%,405.60,338.80,"137,425,980.00","38,928",,
Au(T+N2),400.75,400.80,398.85,399.30,-6.15,-1.52%,399.70,34.80,"13,909,290.00","128,954",多支付给空,
mAu(T+D),402.30,402.50,398.25,399.52,-4.97,-1.23%,399.73,"9,019.60","3,605,477,118.00","474,544",多支付给空,"21,688"
Pt99.95,196.87,197.37,195.00,197.23,-2.41,-1.21%,196.31,"1,016.00","199,451,440.00",-,,
Ag99.99,"4,960","4,960","4,960","4,960",-137,-2.69%,"4,960","6,000.00","29,760,000.00",400,,
Ag(T+D),"5,088","5,096","4,870","4,924",-230,-4.46%,"4,957","25,745,812.00","127,629,290,668.00","11,629,892",多支付给空,"62,730"
AuTN06,415.20,415.50,411.40,412.40,-5.75,-1.38%,412.95,74.40,"30,723,270.00","42,912",,
AuTN12,411.15,411.30,407.45,408.30,-5.60,-1.35%,408.35,849.00,"346,674,240.00","55,514",,
PGC30g,404.75,404.75,403.83,404.33,-5.26,-1.28%,404.33,0.24,"97,039.80",-,,
