合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,369.40,370.50,369.30,370.05,2.11,0.57%,369.90,178.00,"65,843,740.00",-,,
Au99.99,367.00,370.50,367.00,370.23,1.65,0.45%,369.78,"15,226.82","5,715,571,271.80",-,,
Au100g,370.00,371.48,370.00,371.31,1.95,0.53%,370.51,12.00,"4,446,208.00",-,,
iAu99.99,368.50,369.00,368.30,368.32,0.93,0.25%,368.32,17.76,"6,541,527.20",-,,
Au(T+D),368.00,370.30,367.80,370.06,2.49,0.68%,369.60,"21,946.00","8,111,412,080.00","145,488",空支付给多,"6,108"
Au(T+N1),370.55,374.30,370.55,374.05,1.35,0.36%,373.65,4.20,"1,569,280.00",712,,
Au(T+N2),370.00,371.00,370.00,370.95,2.65,0.72%,370.75,9.40,"3,484,960.00","90,710",,
mAu(T+D),368.21,370.50,368.21,370.09,1.89,0.51%,369.83,"6,992.80","2,586,194,968.00","509,030",多支付给空,"39,886"
Pt99.95,225.29,227.03,225.29,226.26,5.38,2.44%,226.16,338.00,"76,443,820.00",-,,
Ag99.99,"4,920","4,920","4,920","4,920",-21,-0.43%,"4,920","10,890.00","53,578,800.00",726,,
Ag(T+D),"4,857","4,912","4,852","4,894",48,0.99%,"4,889","2,269,908.00","11,098,371,348.00","7,240,338",多支付给空,"168,780"
NYAuTN06,373.50,375.00,369.05,374.75,3.05,0.82%,373.40,119.00,"44,434,600.00","18,622",,
NYAuTN12,369.60,372.00,369.45,371.55,2.65,0.72%,370.50,122.20,"45,273,940.00","26,610",,
PGC30g,375.10,375.50,372.01,374.40,-0.05,-0.01%,374.40,0.24,"89,856.60",-,,
