合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,366.00,366.20,364.40,364.84,-1.32,-0.36%,365.07,846.00,"310,252,120.00",-,,
Au99.99,365.80,367.10,364.50,365.85,-0.82,-0.22%,365.80,"21,223.86","7,821,414,055.20",-,,
Au100g,366.50,368.29,366.10,367.49,0.20,0.05%,367.37,22.40,"8,229,110.00",-,,
iAu99.99,365.20,365.20,363.30,363.50,-0.97,-0.27%,364.55,800.20,"291,718,900.00",-,,
Au(T+D),366.00,367.10,364.25,364.57,-1.30,-0.36%,365.75,"14,364.00","5,253,733,100.00","150,272.00",多支付给空,"7,866.00"
Au(T+N1),370.90,370.90,368.15,369.60,-0.05,-0.01%,369.80,12.20,"4,511,840.00",668.00,,
Au(T+N2),363.10,367.90,363.10,365.65,0.10,0.03%,365.65,6.00,"2,193,850.00","88,822.00",空支付给多,"2,400.00"
mAu(T+D),366.00,367.26,364.48,364.70,-1.33,-0.36%,365.88,"5,760.40","2,107,654,402.00","703,954.00",多支付给空,"35,142.00"
Pt99.95,202.67,203.00,201.64,202.36,-1.47,-0.72%,202.24,742.00,"158,756,380.00",-,,
Ag99.99,"4,584.00","4,584.00","4,567.00","4,576.00",-109.00,-2.33%,"4,576.00","12,000.00","54,912,300.00",800.00,,
Ag(T+D),"4,605.00","4,610.00","4,513.00","4,520.00",-101.00,-2.19%,"4,557.00","3,023,244.00","13,778,054,456.00","7,541,374.00",多支付给空,"256,470.00"
NYAuTN06,369.75,369.75,367.50,368.05,-0.80,-0.22%,368.80,6.20,"2,286,670.00","28,242.00",,
NYAuTN12,364.50,364.50,363.00,363.05,-0.75,-0.21%,363.10,8.80,"3,195,410.00","22,600.00",,
PGC30g,372.30,374.00,370.51,372.12,-0.15,-0.04%,372.17,0.42,"156,315.00",-,,
