合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,401.20,403.00,401.20,402.87,0.49,0.12%,402.62,472.00,"190,038,680.00",-,,
Au99.99,405.00,405.00,399.50,402.37,-0.29,-0.07%,402.89,"20,143.62","7,851,823,313.00",-,,
Au100g,403.36,404.98,400.30,404.29,0.62,0.15%,403.34,22.80,"9,196,200.00",-,,
iAu99.99,405.00,405.00,405.00,405.00,-5.00,-1.22%,405.00,0.02,"8,100.00",-,,
Au(T+D),402.40,403.36,398.23,403.17,-0.05,-0.01%,401.99,"39,896.00","16,037,917,540.00","210,828",多支付给空,"10,062"
Au(T+N1),410.10,410.30,407.05,409.85,-0.80,-0.19%,408.55,20.20,"8,253,230.00","38,920",,
Au(T+N2),403.90,403.90,400.00,402.90,-1.95,-0.48%,401.75,14.60,"5,865,580.00","133,838",,
mAu(T+D),402.93,403.64,398.88,403.29,-0.18,-0.04%,402.29,"7,760.20","3,121,875,806.00","471,514",多支付给空,"26,692"
Pt99.95,195.13,196.87,195.13,196.16,0.96,0.49%,196.16,40.00,"7,846,400.00",-,,
Ag99.99,"5,156","5,156","5,156","5,156",98,1.94%,"5,156",630.00,"3,248,280.00",42,,
Ag(T+D),"5,088","5,149","5,039","5,147",51,1.00%,"5,091","14,621,782.00","74,447,825,112.00","11,401,512",多支付给空,"52,320"
NYAuTN06,414.15,416.60,411.50,415.75,-0.25,-0.06%,414.65,154.40,"64,022,190.00","43,938",,
NYAuTN12,410.55,411.85,406.45,410.80,-1.00,-0.24%,410.20,232.20,"95,245,360.00","44,068",,
PGC30g,407.81,408.28,407.81,408.03,-0.65,-0.16%,408.03,0.36,"146,890.80",-,,
