合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,415.70,416.60,415.20,415.48,0.02,0.00%,416.08,466.00,"193,895,160.00",-,,
Au99.99,416.98,417.55,415.50,415.50,-0.79,-0.19%,416.33,"8,899.54","3,635,058,314.40",-,,
Au100g,415.60,418.00,415.60,416.81,0.66,0.16%,416.98,64.60,"26,937,072.00",-,,
iAu99.99,419.87,419.87,419.87,419.87,-0.13,-0.03%,419.87,0.04,"16,794.80",-,,
iAu100g,280.01,280.01,280.01,280.01,-10.00,-3.45%,280.01,0.40,"112,004.00",-,,
Au(T+D),415.74,417.30,414.71,415.88,-0.95,-0.23%,416.02,"30,728.00","12,783,608,100.00","252,424",空支付给多,"9,916"
Au(T+N1),425.50,425.50,424.40,424.85,-0.70,-0.16%,424.85,1.00,"424,840.00","32,150",,
Au(T+N2),420.15,420.15,417.10,417.85,-3.20,-0.76%,418.05,8.00,"3,344,550.00","155,686",,
mAu(T+D),415.70,417.55,415.05,415.95,-1.36,-0.33%,416.29,"6,400.60","2,664,552,678.00","968,258",多支付给空,"22,586"
Pt99.95,216.32,216.32,215.32,215.55,1.83,0.86%,215.75,200.00,"42,963,160.00",-,,
Ag(T+D),"5,840","5,886","5,785","5,846",-52,-0.88%,"5,844","10,521,230.00","61,490,360,484.00","12,328,274",多支付给空,"8,760"
沪纽金TN06,433.60,436.15,432.55,434.20,-1.95,-0.45%,434.15,53.60,"23,271,970.00","23,300",,
沪纽金TN12,429.80,431.40,428.00,429.60,-0.55,-0.13%,430.15,76.80,"33,034,870.00","90,800",,
熊猫金币30g,421.88,422.22,421.61,421.71,0.40,0.09%,421.81,1.20,"506,175.00",-,,
