合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,373.30,373.30,372.00,373.06,2.36,0.64%,373.25,134.00,"50,015,880.00",-,,
Au99.99,371.02,373.78,371.00,373.11,1.76,0.47%,373.37,"13,936.52","5,214,260,254.40",-,,
Au100g,372.17,374.57,369.06,374.37,3.03,0.82%,373.32,5.80,"2,165,282.00",-,,
iAu99.99,370.98,373.30,274.50,372.93,2.11,0.57%,372.95,472.00,"176,034,000.00",-,,
Au(T+D),371.29,373.73,371.29,372.75,1.90,0.51%,372.88,"13,990.00","5,216,683,420.00","132,116",空支付给多,"5,928"
Au(T+N1),374.00,374.90,373.75,374.25,2.25,0.60%,374.45,12.20,"4,568,300.00","60,574",,
Au(T+N2),375.20,378.50,375.20,377.95,1.20,0.32%,376.85,15.40,"5,803,480.00","63,354",,
mAu(T+D),371.50,373.70,371.42,372.83,1.83,0.49%,373.06,"4,408.60","1,644,705,772.00","698,800",空支付给多,"58,780"
Pt99.95,216.10,217.43,216.10,216.76,-1.87,-0.86%,216.99,218.00,"47,305,160.00",-,,
Ag(T+D),"4,720","4,770","4,715","4,728",22,0.47%,"4,739","1,337,242.00","6,337,327,490.00","6,500,996",多支付给空,"131,220"
NYAuTN06,373.65,375.10,373.65,374.95,2.30,0.62%,374.60,14.00,"5,244,590.00","27,842",,
NYAuTN12,377.55,379.50,377.55,379.20,2.40,0.64%,379.10,201.80,"76,501,590.00","18,404",,
PGC30g,378.70,378.70,378.70,378.70,1.66,0.44%,378.70,0.24,"90,888.00",-,,
