合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,397.00,397.25,396.40,396.75,-0.90,-0.23%,396.63,170.00,"67,428,300.00",-,,
Au99.99,398.00,398.00,396.45,396.97,-0.58,-0.15%,397.08,"7,470.20","2,966,271,601.80",-,,
Au100g,397.16,397.88,396.04,396.65,-0.51,-0.13%,397.06,16.60,"6,591,346.00",-,,
iAu99.99,400.00,400.00,400.00,400.00,-3.00,-0.74%,400.00,0.04,"16,000.00",-,,
Au(T+D),397.76,398.19,396.35,396.88,0.01,0.00%,397.14,"27,634.00","10,974,626,540.00","241,090",多支付给空,"8,008"
Au(T+N1),404.85,404.90,400.50,401.80,-0.95,-0.24%,402.45,9.40,"3,782,920.00","23,784",多支付给空,120
Au(T+N2),400.60,400.60,398.70,399.50,0.20,0.05%,400.00,46.20,"18,481,090.00","140,564",多支付给空,600
mAu(T+D),398.08,398.30,396.40,396.87,-0.12,-0.03%,397.17,"4,357.80","1,730,809,068.00","885,644",空支付给多,"16,940"
Pt99.95,193.50,194.96,193.15,194.31,-0.94,-0.48%,193.86,458.00,"88,788,360.00",-,,
Ag(T+D),"4,324","4,341","4,308","4,329",18,0.42%,"4,322","5,274,486.00","22,799,842,346.00","13,177,522",多支付给空,"106,260"
NYAuTN06,409.40,409.90,407.95,408.45,0.20,0.05%,408.35,156.00,"63,701,420.00","13,834",,
NYAuTN12,407.00,407.70,405.35,405.70,-0.45,-0.11%,406.40,421.20,"171,184,860.00","76,238",,
PGC30g,402.42,403.99,402.42,403.77,1.08,0.27%,403.01,1.86,"749,615.40",-,,
