合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,369.00,371.80,369.00,371.50,3.67,1.00%,370.74,168.00,"62,285,000.00",-,,
Au99.99,369.00,372.02,368.50,371.82,4.02,1.09%,371.62,"16,616.90","6,172,279,614.60",-,,
Au100g,368.66,372.72,368.66,372.60,3.60,0.98%,372.35,18.40,"6,851,272.00",-,,
Au(T+D),368.50,372.00,368.19,371.45,2.76,0.75%,370.75,"14,190.00","5,261,060,220.00","150,476",多支付给空,"6,228"
Au(T+N1),370.10,374.00,370.10,372.30,0.50,0.13%,372.30,4.80,"1,786,990.00",622,,
Au(T+N2),373.00,377.00,373.00,375.85,0.95,0.25%,375.70,7.20,"2,705,090.00","3,144",,
mAu(T+D),368.90,372.00,368.35,371.89,3.38,0.92%,370.97,"3,666.80","1,360,275,582.00","712,940",多支付给空,"17,290"
Pt99.95,207.35,208.15,207.35,207.97,7.50,3.74%,207.98,40.00,"8,319,360.00",-,,
Ag(T+D),"4,766","4,805","4,747","4,796",38,0.80%,"4,781","1,613,174.00","7,713,846,878.00","7,470,114",多支付给空,660
NYAuTN06,372.00,375.00,372.00,374.75,2.90,0.78%,373.30,27.40,"10,228,610.00","28,178",,
NYAuTN12,376.50,379.15,375.00,379.10,3.25,0.86%,378.30,151.80,"57,429,760.00","4,092",,
PGC30g,377.00,377.95,377.00,377.56,2.84,0.76%,377.47,0.36,"135,889.80",-,,
