合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,385.60,385.60,385.00,385.30,-0.06,-0.02%,385.43,44.00,"16,959,200.00",-,,
Au99.99,385.47,387.29,384.10,385.28,-0.19,-0.05%,385.56,"10,794.78","4,133,145,807.20",-,,
Au100g,386.10,387.29,384.86,385.96,0.32,0.08%,386.48,23.60,"9,121,068.00",-,,
iAu99.99,385.17,386.81,384.20,385.16,-0.01,0.00%,385.56,3.82,"1,472,872.20",-,,
Au(T+D),384.50,387.30,384.50,385.14,-0.38,-0.10%,385.62,"17,738.00","6,840,280,480.00","152,122",空支付给多,"6,750"
Au(T+N1),386.00,386.90,384.60,386.25,0.00,0.00%,385.90,17.20,"6,637,700.00","64,686",,
Au(T+N2),388.10,391.90,388.10,391.10,0.95,0.24%,390.35,16.00,"6,245,280.00","66,572",,
mAu(T+D),384.80,387.20,384.70,385.14,-0.40,-0.10%,385.71,"5,306.60","2,046,816,008.00","731,142",多支付给空,"49,262"
Pt99.95,226.70,227.58,226.70,227.32,-4.39,-1.89%,227.25,282.00,"61,966,500.00",-,,
Ag99.99,"4,872","4,872","4,872","4,872",50,1.04%,"4,872",420.00,"2,046,240.00",28,,
Ag(T+D),"4,867","4,915","4,838","4,849",-13,-0.27%,"4,872","1,876,986.00","9,145,455,682.00","6,065,150",空支付给多,"52,470"
NYAuTN06,386.50,388.05,386.50,386.80,-0.30,-0.08%,387.05,18.40,"7,122,090.00","28,428",,
NYAuTN12,390.00,392.70,390.00,391.20,-0.50,-0.13%,391.80,89.60,"35,105,000.00","50,616",,
PGC30g,390.88,391.00,390.87,390.91,0.62,0.16%,390.91,0.18,"70,365.00",-,,
