合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,402.00,411.00,402.00,410.22,8.15,2.03%,406.17,266.00,"103,832,400.00",-,,
Au99.99,402.90,410.98,398.50,409.96,8.46,2.11%,405.33,"13,468.76","5,383,107,525.00",-,,
Au100g,403.00,410.00,395.50,409.08,7.43,1.85%,403.34,64.60,"26,056,142.00",-,,
iAu99.99,402.48,409.50,400.00,409.32,6.66,1.65%,403.54,143.46,"57,892,653.60",-,,
Au(T+D),403.00,411.10,397.46,409.80,7.99,1.99%,404.46,"63,742.00","25,781,181,880.00","181,470",空支付给多,"12,470"
Au(T+N1),403.80,410.40,400.00,409.85,7.10,1.76%,404.25,162.40,"65,653,450.00","68,002",,
Au(T+N2),405.05,413.00,404.20,412.15,7.15,1.77%,407.40,11.00,"4,481,680.00","67,272",,
mAu(T+D),402.52,410.96,397.68,409.72,8.28,2.06%,403.74,"7,539.80","3,044,171,330.00","720,094",空支付给多,"22,730"
Pt99.95,236.63,242.37,236.63,239.73,-2.43,-1.00%,238.44,282.00,"64,806,300.00",-,,
Ag(T+D),"5,162","5,310","5,047","5,252",111,2.16%,"5,154","5,385,004.00","27,758,574,836.00","6,276,036",多支付给空,"244,110"
NYAuTN06,404.10,411.75,400.05,410.85,7.40,1.83%,404.85,277.40,"112,311,040.00","30,592",,
NYAuTN12,409.25,417.00,405.00,416.35,6.25,1.52%,410.35,58.80,"24,128,500.00","59,782",,
PGC30g,405.00,408.50,401.01,406.90,-0.04,-0.01%,405.73,0.84,"340,813.20",-,,
