合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,383.00,386.45,380.00,385.93,2.41,0.63%,385.73,360.00,"138,865,920.00",-,,
Au99.99,384.00,386.80,383.50,385.44,1.64,0.43%,386.02,"15,281.78","5,802,787,087.80",-,,
Au100g,385.00,387.57,384.27,386.85,2.11,0.55%,386.28,17.40,"6,721,430.00",-,,
iAu100g,300.00,300.00,300.00,300.00,-96.90,-24.41%,300.00,0.20,"60,000.00",-,,
Au(T+D),383.82,386.50,383.06,385.44,4.30,1.13%,385.35,"37,804.00","14,567,805,340.00","214,024",空支付给多,"4,586"
Au(T+N1),389.00,391.90,389.00,391.40,4.40,1.14%,390.20,"1,001.80","390,895,690.00","67,694",多支付给空,300
Au(T+N2),395.00,395.90,394.95,395.55,15.00,3.94%,395.55,6.40,"2,531,570.00","3,364",,
mAu(T+D),383.77,386.70,383.23,385.88,4.34,1.14%,385.56,"6,261.60","2,414,280,408.00","528,026",多支付给空,"21,316"
Pt99.95,223.99,228.75,223.79,228.35,5.75,2.58%,227.72,500.00,"109,060,180.00",-,,
Ag99.99,"5,143","5,143","5,143","5,143",208,4.21%,"5,143","3,600.00","18,514,800.00",240,,
Ag(T+D),"5,023","5,164","5,011","5,160",186,3.74%,"5,090","14,466,470.00","73,639,859,842.00","12,044,280",多支付给空,"3,330"
NYAuTN06,393.80,394.90,392.50,394.00,3.25,0.83%,394.00,128.60,"50,667,920.00","47,944",,
NYAuTN12,392.05,399.25,392.00,398.80,10.40,2.68%,396.55,114.60,"45,447,510.00",478,,
PGC30g,390.31,393.99,390.10,391.28,6.58,1.71%,391.21,0.96,"375,568.20",-,,
