合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,388.00,388.60,387.50,387.62,-1.21,-0.31%,387.74,88.00,"34,121,400.00",-,,
Au99.99,386.50,390.00,384.00,386.70,-2.91,-0.75%,388.34,"10,616.66","4,122,918,739.20",-,,
Au100g,387.11,389.80,384.00,387.67,-3.24,-0.83%,387.33,29.40,"11,387,560.00",-,,
iAu99.99,384.00,389.00,384.00,386.46,-3.36,-0.86%,388.32,169.44,"65,797,813.00",-,,
Au(T+D),386.80,390.00,383.39,386.38,-6.86,-1.74%,386.98,"18,980.00","7,344,993,520.00","157,700",空支付给多,"8,510"
Au(T+N1),388.00,390.45,386.00,388.00,-2.55,-0.65%,388.80,27.20,"10,574,880.00","65,910",,
Au(T+N2),392.00,394.50,388.60,394.40,-2.65,-0.67%,392.65,18.80,"7,382,130.00","66,674",,
mAu(T+D),387.00,390.45,383.60,386.28,-6.56,-1.67%,387.57,"7,626.00","2,955,644,300.00","725,440",空支付给多,"64,342"
Pt99.95,223.82,224.94,222.58,224.00,-1.00,-0.44%,224.31,786.00,"176,309,040.00",-,,
Ag(T+D),"4,940","4,986","4,860","4,907",-138,-2.74%,"4,915","2,961,592.00","14,558,537,194.00","5,792,574",空支付给多,"137,310"
NYAuTN06,389.10,391.00,385.20,389.60,-3.85,-0.98%,389.10,32.40,"12,606,400.00","28,626",,
NYAuTN12,393.00,396.10,389.65,391.95,-6.75,-1.69%,393.30,57.20,"22,495,710.00","55,008",,
PGC30g,390.95,393.66,390.95,392.30,-6.47,-1.62%,392.30,0.12,"47,076.60",-,,
