合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,358.50,359.80,358.40,358.86,3.86,1.09%,359.27,448.00,"160,953,360.00",-,,
Au99.99,356.00,360.00,354.80,358.95,3.25,0.91%,359.40,"11,976.94","4,305,728,037.80",-,,
Au100g,356.31,361.04,356.00,358.40,1.45,0.41%,360.05,49.60,"17,858,794.00",-,,
iAu99.99,358.00,358.00,355.00,357.48,2.52,0.71%,357.99,"1,924.52","688,977,850.00",-,,
Au(T+D),355.47,359.90,354.00,358.09,3.09,0.87%,357.90,"49,272.00","17,634,719,320.00","156,152",空支付给多,"12,202"
Au(T+N1),367.00,367.00,357.00,360.00,2.60,0.73%,361.20,"2,084.60","752,957,320.00","161,118",多支付给空,
Au(T+N2),361.50,364.80,361.50,363.60,4.00,1.11%,363.45,15.80,"5,742,760.00","65,904",多支付给空,200
mAu(T+D),355.02,360.00,354.20,358.74,3.54,1.00%,358.42,"10,643.80","3,814,992,930.00","565,286",多支付给空,"73,906"
Pt99.95,245.54,249.06,245.54,247.31,4.25,1.75%,248.16,276.00,"68,494,800.00",-,,
Ag99.99,"5,280","5,280","5,280","5,280",-75,-1.40%,"5,280","1,530.00","8,078,400.00",102,,
Ag(T+D),"5,165","5,335","5,100","5,239",-1,-0.02%,"5,212","12,541,978.00","65,373,707,968.00","8,116,228",多支付给空,"101,520"
NYAuTN06,356.25,360.80,354.25,359.55,3.95,1.11%,359.15,232.80,"83,612,890.00","39,458",,
NYAuTN12,361.60,365.55,360.30,364.55,3.95,1.10%,364.25,228.60,"83,270,800.00","17,928",,
PGC30g,362.72,371.00,362.00,366.85,7.10,1.97%,366.85,0.36,"132,069.00",-,,
