合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,388.60,389.20,385.00,385.90,-1.63,-0.42%,387.52,172.00,"66,653,760.00",-,,
Au99.99,388.00,389.60,384.90,385.44,-2.53,-0.65%,387.60,"10,076.40","3,905,502,487.00",-,,
Au100g,387.61,389.97,385.20,385.48,-2.36,-0.61%,388.32,49.80,"19,338,428.00",-,,
iAu99.99,390.25,390.75,387.00,388.47,-3.37,-0.86%,388.64,501.78,"195,014,595.00",-,,
Au(T+D),387.76,389.52,384.52,384.80,-4.73,-1.21%,387.34,"38,440.00","14,889,589,300.00","179,012",空支付给多,"12,816"
Au(T+N1),388.10,388.90,386.00,387.15,-3.45,-0.88%,387.65,12.00,"4,652,060.00","114,290",多支付给空,
Au(T+N2),388.80,392.65,388.00,388.75,-4.05,-1.03%,390.35,14.00,"5,464,650.00","89,110",,
mAu(T+D),388.10,389.78,384.72,385.13,-4.25,-1.09%,387.72,"9,577.20","3,713,294,732.00","526,794",多支付给空,"29,080"
Pt99.95,251.60,254.06,251.60,252.89,0.03,0.01%,253.18,130.00,"32,913,400.00",-,,
Ag(T+D),"5,670","5,732","5,651","5,663",-51,-0.89%,"5,689","4,327,058.00","24,616,664,908.00","7,854,410",空支付给多,"2,880"
NYAuTN06,390.20,390.70,387.90,388.00,-0.90,-0.23%,389.15,153.00,"59,537,890.00","33,928",,
NYAuTN12,394.50,394.70,391.80,392.00,-0.45,-0.11%,392.80,250.80,"98,520,620.00","35,188",,
PGC30g,395.42,395.42,391.79,393.60,-0.40,-0.10%,393.60,0.12,"47,232.60",-,,
