合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,383.00,383.10,382.10,382.68,4.66,1.23%,382.76,412.00,"157,698,160.00",-,,
Au99.99,379.85,383.50,378.16,383.50,3.62,0.95%,382.78,"19,466.10","6,847,927,084.20",-,,
Au100g,379.00,383.00,379.00,382.83,4.38,1.16%,381.84,47.60,"18,175,634.00",-,,
iAu99.99,386.00,390.03,386.00,389.98,1.99,0.51%,389.85,560.68,"218,581,146.00",-,,
iAu100g,337.99,337.99,337.99,337.99,77.99,30.00%,337.99,0.20,"67,598.00",-,,
Au(T+D),378.85,383.44,378.31,382.99,4.44,1.17%,381.65,"79,224.00","30,236,499,540.00","219,358",多支付给空,"9,662"
Au(T+N1),380.00,384.10,378.80,383.90,5.40,1.43%,383.40,253.20,"97,079,210.00","188,634",多支付给空,400
Au(T+N2),381.80,386.00,381.45,385.65,4.50,1.18%,384.40,148.00,"56,889,420.00","121,076",,
mAu(T+D),378.82,383.42,378.48,382.95,4.32,1.14%,381.66,"12,903.20","4,924,681,930.00","846,764",空支付给多,"28,364"
Pt99.95,179.89,185.06,179.89,183.96,2.46,1.36%,182.87,242.00,"44,254,580.00",-,,
Ag(T+D),"3,670","3,781","3,645","3,773",119,3.26%,"3,726","12,645,438.00","47,121,084,616.00","9,789,106",多支付给空,"51,690"
NYAuTN06,387.90,391.80,386.90,391.50,4.55,1.18%,390.30,"1,104.00","430,879,240.00","59,094",,
NYAuTN12,388.20,392.00,386.70,392.00,4.50,1.16%,390.30,882.60,"344,470,660.00","65,000",,
PGC30g,386.51,386.51,386.51,386.51,1.91,0.50%,386.51,0.18,"69,571.80",-,,
