合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,393.50,394.00,393.50,393.75,4.45,1.14%,393.75,20.00,"7,875,000.00",-,,
Au99.99,391.00,395.00,388.06,394.09,2.78,0.71%,394.21,"5,160.00","2,026,594,054.80",-,,
Au100g,393.55,396.70,390.51,394.01,3.04,0.78%,393.83,21.40,"8,427,964.00",-,,
iAu99.99,393.50,395.20,393.50,394.70,2.77,0.71%,394.89,305.02,"120,449,667.00",-,,
Au(T+D),392.30,395.10,387.75,394.41,3.02,0.77%,393.01,"18,824.00","7,398,189,900.00","175,582",多支付给空,"10,024"
Au(T+N1),394.45,396.20,391.00,396.00,1.90,0.48%,395.10,435.40,"172,031,630.00","73,286",,
Au(T+N2),396.00,401.90,396.00,400.60,2.45,0.62%,399.05,131.20,"52,357,910.00","73,802",,
mAu(T+D),392.35,395.20,387.96,394.19,2.73,0.70%,393.22,"5,258.00","2,067,601,624.00","649,292",多支付给空,"61,114"
Pt99.95,216.70,219.76,214.10,217.20,3.11,1.45%,216.51,580.00,"123,913,540.00",-,,
Ag(T+D),"5,011","5,096","4,938","5,074",84,1.68%,"5,026","3,004,976.00","15,105,620,242.00","6,760,912",多支付给空,"54,960"
NYAuTN06,400.00,400.00,390.00,396.60,1.55,0.39%,396.00,846.20,"335,095,340.00","35,636",,
NYAuTN12,400.65,402.10,395.00,401.15,0.85,0.21%,399.65,257.60,"102,953,880.00","67,534",,
PGC30g,396.70,399.80,395.95,397.98,1.73,0.44%,397.98,0.24,"95,517.00",-,,
