合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,387.00,388.40,386.70,388.10,2.17,0.56%,387.25,154.00,"59,636,680.00",-,,
Au99.99,386.75,388.80,384.10,388.70,3.26,0.85%,387.54,"14,443.96","5,489,727,833.00",-,,
Au100g,398.00,398.00,383.26,389.50,2.65,0.69%,388.14,26.00,"10,091,750.00",-,,
iAu99.99,388.99,388.99,388.99,388.99,6.74,1.76%,388.99,0.02,"7,779.80",-,,
Au(T+D),386.78,388.47,384.02,388.07,2.72,0.71%,386.63,"32,290.00","12,484,417,080.00","213,984",多支付给空,"7,602"
Au(T+N1),392.45,393.50,389.50,393.45,3.25,0.83%,392.05,325.20,"127,499,300.00","70,820",多支付给空,580
Au(T+N2),397.95,397.95,394.35,396.05,0.50,0.13%,396.15,3.20,"1,267,740.00","3,392",,
mAu(T+D),387.00,388.70,384.30,388.30,2.74,0.71%,387.06,"7,219.60","2,794,488,722.00","537,672",多支付给空,"23,860"
Pt99.95,224.63,229.28,224.50,228.98,0.63,0.28%,227.56,282.00,"64,172,180.00",-,,
Ag(T+D),"5,239","5,332","5,121","5,328",238,4.68%,"5,218","18,981,028.00","99,051,989,098.00","11,936,368",多支付给空,"1,110"
NYAuTN06,394.50,396.85,392.00,396.55,2.55,0.65%,394.85,156.60,"61,832,040.00","47,714",,
NYAuTN12,398.85,402.00,397.20,402.00,5.45,1.37%,399.60,52.40,"20,939,820.00",952,,
PGC30g,389.78,392.81,389.78,391.80,0.52,0.13%,391.80,0.30,"117,540.00",-,,
