合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,413.50,414.80,413.50,414.79,2.11,0.51%,414.17,436.00,"180,580,300.00",-,,
Au99.99,413.00,415.50,411.28,415.48,1.78,0.43%,414.28,"11,049.98","4,544,629,073.20",-,,
Au100g,413.63,416.00,412.00,415.90,2.27,0.55%,414.28,29.20,"12,097,184.00",-,,
Au(T+D),414.15,414.80,410.50,414.79,0.68,0.16%,413.02,"36,874.00","15,230,022,440.00","254,582",多支付给空,"17,442"
Au(T+N1),420.00,423.00,419.50,422.20,-0.15,-0.04%,421.20,2.80,"1,179,340.00","31,826",,
Au(T+N2),414.55,417.40,413.00,415.10,-1.30,-0.31%,415.20,10.80,"4,484,430.00","156,552",,
mAu(T+D),414.02,415.01,410.80,414.93,-0.07,-0.02%,413.19,"5,602.80","2,315,032,686.00","995,250",多支付给空,"16,046"
Pt99.95,212.96,214.15,210.10,214.01,-0.02,-0.01%,212.03,464.00,"97,982,800.00",-,,
Ag99.99,"5,810","5,810","5,810","5,810",-24,-0.41%,"5,810","15,660.00","90,984,600.00","1,044",,
Ag(T+D),"5,775","5,837","5,641","5,819",-4,-0.07%,"5,748","19,228,094.00","110,535,855,996.00","12,341,676",多支付给空,60
NYAuTN06,429.05,430.80,427.10,430.65,-0.90,-0.21%,429.50,49.80,"21,388,840.00","24,138",,
NYAuTN12,425.40,427.05,423.55,426.90,0.00,0.00%,425.65,65.60,"27,923,580.00","91,864",,
PGC30g,417.00,419.98,417.00,418.71,0.37,0.09%,418.46,0.42,"175,756.80",-,,
