合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,365.25,367.70,365.25,366.85,-1.77,-0.48%,366.22,172.00,"62,990,500.00",-,,
Au99.99,369.00,371.00,364.75,367.32,-1.19,-0.32%,365.88,"24,019.36","8,854,525,539.40",-,,
Au100g,369.61,373.00,366.47,369.85,-0.69,-0.19%,368.26,36.80,"13,552,050.00",-,,
iAu99.99,364.40,366.70,364.40,366.07,-1.73,-0.47%,364.90,131.26,"47,897,098.00",-,,
Au(T+D),368.50,371.14,364.30,367.05,-0.97,-0.26%,366.59,"32,714.00","11,992,846,860.00","153,492",多支付给空,"10,732"
Au(T+N1),374.00,374.00,368.60,370.10,-2.25,-0.60%,370.55,12.40,"4,595,130.00",752,,
Au(T+N2),366.30,370.80,362.40,364.40,-3.15,-0.86%,366.50,9.20,"3,372,010.00","91,542",空支付给多,302
mAu(T+D),368.10,371.15,364.53,366.84,-1.04,-0.28%,366.50,"8,440.60","3,093,545,432.00","666,026",空支付给多,"43,368"
Pt99.95,200.00,205.14,200.00,204.29,-0.63,-0.31%,203.81,472.00,"96,198,400.00",-,,
Ag99.99,"4,709","4,709","4,707","4,708",-37,-0.78%,"4,708","6,000.00","28,248,000.00",400,,
Ag(T+D),"4,690","4,779","4,643","4,703",-23,-0.49%,"4,709","3,726,030.00","17,546,877,082.00","7,490,844",多支付给空,"180,630"
NYAuTN06,372.90,375.50,368.80,371.25,-1.50,-0.40%,370.60,48.40,"17,937,370.00","28,142",,
NYAuTN12,367.80,371.00,364.30,366.90,-1.20,-0.33%,366.50,77.80,"28,512,860.00","21,604",,
PGC30g,371.50,372.22,371.30,371.94,-2.35,-0.63%,371.80,0.42,"156,157.80",-,,
