合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,400.40,401.00,400.40,400.83,2.25,0.56%,400.88,152.00,"60,935,200.00",-,,
Au99.99,399.49,402.50,399.49,401.66,2.97,0.74%,400.51,"10,597.38","4,105,683,220.60",-,,
Au100g,400.58,401.76,399.00,401.70,2.72,0.68%,400.42,27.80,"11,131,682.00",-,,
iAu99.99,408.00,408.50,408.00,408.25,5.05,1.25%,408.25,4.20,"1,714,656.00",-,,
Au(T+D),399.47,401.92,398.84,401.42,3.15,0.79%,400.33,"67,920.00","27,190,427,220.00","260,726",空支付给多,"7,552"
Au(T+N1),405.05,408.50,405.05,408.05,2.80,0.69%,407.35,13.40,"5,458,340.00","25,100",多支付给空,300
Au(T+N2),403.00,404.80,400.80,403.15,2.15,0.54%,403.10,48.00,"19,348,450.00","141,952",多支付给空,360
mAu(T+D),399.50,401.85,399.01,401.50,3.22,0.81%,400.27,"7,174.80","2,871,862,300.00","921,084",多支付给空,"15,018"
Pt99.95,199.00,199.70,198.50,199.28,1.74,0.88%,199.26,164.00,"32,678,800.00",-,,
Ag(T+D),"4,593","4,808","4,582","4,788",252,5.56%,"4,693","28,568,302.00","134,090,819,772.00","14,108,020",多支付给空,"73,230"
沪纽金TN06,413.00,416.85,413.00,416.40,4.50,1.09%,414.50,343.60,"142,426,070.00","21,352",,
沪纽金TN12,409.50,412.50,409.50,412.10,3.55,0.87%,410.90,266.00,"109,300,250.00","82,320",,
熊猫金币30g,405.59,406.96,405.59,406.41,2.18,0.54%,406.41,0.24,"97,538.40",-,,
