合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,393.80,393.80,393.80,393.80,-1.68,-0.42%,393.80,2.00,"787,600.00",-,,
Au99.99,394.60,395.50,392.50,393.81,-2.44,-0.62%,394.01,"11,041.68","4,323,523,740.60",-,,
Au100g,394.48,396.00,393.85,394.86,-2.62,-0.66%,395.30,17.60,"6,957,370.00",-,,
iAu99.99,394.50,394.50,393.00,393.96,-2.46,-0.62%,393.70,2.20,"866,160.00",-,,
Au(T+D),394.43,395.09,392.00,393.91,-1.76,-0.44%,393.69,"16,130.00","6,350,239,540.00","161,962",空支付给多,"12,492"
Au(T+N1),397.10,397.10,392.80,394.20,-1.65,-0.42%,395.30,15.20,"6,008,270.00","73,298",,
Au(T+N2),398.20,398.80,396.20,397.40,-3.20,-0.80%,397.30,12.40,"4,926,870.00","74,142",,
mAu(T+D),394.80,395.33,391.95,394.02,-1.82,-0.46%,393.88,"4,196.40","1,652,903,976.00","645,768",多支付给空,"22,278"
Pt99.95,220.70,221.00,217.63,217.88,-4.89,-2.20%,218.98,546.00,"121,200,800.00",-,,
Ag99.99,"5,085","5,085","5,085","5,085",-67,-1.30%,"5,085",150.00,"762,750.00",10,,
Ag(T+D),"5,116","5,116","5,033","5,074",-46,-0.90%,"5,066","2,302,564.00","11,666,072,988.00","6,868,898",多支付给空,"328,590"
NYAuTN06,396.15,396.15,394.00,395.30,-2.30,-0.58%,395.45,11.20,"4,429,200.00","35,432",,
NYAuTN12,401.55,401.70,398.40,401.10,-1.35,-0.34%,400.70,31.80,"12,742,980.00","67,318",,
PGC30g,396.00,396.00,396.00,396.00,-6.21,-1.54%,396.00,0.18,"71,280.00",-,,
