合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,414.20,417.00,414.20,416.50,6.28,1.53%,416.21,52.00,"21,643,400.00",-,,
Au99.99,405.00,418.00,405.00,415.11,5.15,1.26%,416.18,"11,814.46","4,876,898,549.20",-,,
Au100g,408.50,417.58,407.03,416.02,6.94,1.70%,414.53,77.20,"32,002,486.00",-,,
iAu99.99,408.65,417.35,407.50,415.80,6.48,1.58%,414.22,7.58,"3,139,826.00",-,,
Au(T+D),408.99,419.26,406.76,414.20,9.74,2.41%,413.89,"69,844.00","28,908,420,620.00","191,462",空支付给多,"21,550"
Au(T+N1),410.50,418.50,410.50,416.75,12.50,3.09%,415.05,72.40,"30,049,820.00","68,566",,
Au(T+N2),410.80,421.50,410.80,419.30,11.90,2.92%,418.30,45.80,"19,158,460.00","67,550",,
mAu(T+D),408.00,419.50,406.70,414.80,11.06,2.74%,414.40,"9,480.20","3,928,596,992.00","720,516",空支付给多,"40,024"
Pt99.95,246.74,246.98,246.74,246.92,7.19,3.00%,246.92,8.00,"1,975,360.00",-,,
Ag99.99,"5,300","5,300","5,300","5,300",196,3.84%,"5,300",60.00,"318,000.00",4,,
Ag(T+D),"5,258","5,396","5,168","5,332",178,3.45%,"5,296","6,493,672.00","34,393,685,410.00","6,461,942",多支付给空,"101,490"
NYAuTN06,410.40,421.35,410.40,416.80,11.95,2.95%,416.60,200.80,"83,658,930.00","30,952",,
NYAuTN12,414.85,427.00,414.05,421.95,11.60,2.83%,421.95,175.00,"73,843,390.00","60,112",,
PGC30g,412.00,419.97,412.00,417.83,10.93,2.69%,418.14,2.10,"878,104.80",-,,
