合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,394.11,396.00,394.11,395.48,1.37,0.35%,395.48,10.00,"3,954,820.00",-,,
Au99.99,393.16,397.78,393.00,396.25,2.59,0.66%,396.36,"12,838.50","5,036,732,106.60",-,,
Au100g,394.00,397.97,394.00,397.48,2.36,0.60%,396.60,21.60,"8,566,608.00",-,,
iAu99.99,393.50,396.60,393.50,396.42,2.34,0.59%,395.45,2.42,"956,990.00",-,,
Au(T+D),393.55,396.90,392.50,395.81,1.38,0.35%,395.67,"17,128.00","6,777,073,240.00","165,830",空支付给多,"11,280"
Au(T+N1),393.10,398.40,393.10,397.00,2.00,0.51%,395.85,17.60,"6,967,170.00","73,330",,
Au(T+N2),399.00,401.50,399.00,400.65,2.25,0.56%,400.60,143.40,"57,443,410.00","74,142",,
mAu(T+D),393.71,397.01,392.52,395.92,1.65,0.42%,395.84,"3,412.80","1,350,954,170.00","633,272",多支付给空,"26,406"
Pt99.95,220.15,222.95,220.15,222.77,2.57,1.17%,222.64,282.00,"64,771,880.00",-,,
Ag99.99,"5,152","5,152","5,152","5,152",-148,-2.79%,"5,152",150.00,"772,800.00",10,,
Ag(T+D),"5,070","5,167","5,042","5,146",73,1.44%,"5,120","2,435,840.00","12,473,320,500.00","7,038,346",多支付给空,"142,260"
NYAuTN06,395.30,398.00,394.25,397.60,1.50,0.38%,397.60,63.20,"25,128,550.00","35,470",,
NYAuTN12,399.35,403.45,399.35,402.90,1.60,0.40%,402.45,58.80,"23,663,410.00","67,360",,
PGC30g,402.21,402.21,402.21,402.21,2.71,0.68%,402.21,0.06,"24,132.60",-,,
