合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,405.60,406.50,404.00,404.99,-9.51,-2.29%,405.02,202.00,"81,814,360.00",-,,
Au99.99,414.00,414.80,398.86,405.58,-9.69,-2.33%,406.04,"15,833.66","6,383,485,430.00",-,,
Au100g,413.27,413.27,401.00,410.39,-5.00,-1.20%,408.36,68.40,"27,932,394.00",-,,
iAu99.99,410.00,410.00,410.00,410.00,-4.00,-0.97%,410.00,0.02,"8,200.00",-,,
Au(T+D),412.20,413.30,394.07,404.49,-10.37,-2.50%,406.36,"122,182.00","49,649,993,140.00","265,602",多支付给空,"7,450"
Au(T+N1),419.50,419.50,403.55,413.15,-8.85,-2.10%,414.50,262.60,"108,846,400.00","32,154",,
Au(T+N2),416.65,416.65,403.60,407.25,-10.55,-2.53%,407.35,94.20,"38,371,600.00","157,440",,
mAu(T+D),412.57,413.50,394.29,404.60,-10.41,-2.51%,406.81,"16,706.20","6,796,406,496.00","986,234",多支付给空,"33,960"
Pt99.95,209.50,209.50,200.12,201.63,-10.73,-5.05%,203.29,"1,382.00","280,959,240.00",-,,
Ag(T+D),"5,675","5,713","5,040","5,115",-654,-11.34%,"5,347","46,905,574.00","250,812,360,520.00","11,643,792",多支付给空,"153,120"
NYAuTN06,428.40,428.40,417.70,422.15,-9.15,-2.12%,422.70,240.20,"101,532,040.00","24,390",,
NYAuTN12,424.05,424.35,413.00,417.50,-9.85,-2.30%,418.30,400.00,"167,324,650.00","92,246",,
PGC30g,416.54,416.54,401.53,410.73,-9.68,-2.30%,411.16,3.18,"1,307,489.40",-,,
