合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,367.20,367.60,358.00,365.56,-1.14,-0.31%,367.05,532.00,"197,622,860.00",-,,
Au99.99,367.47,376.18,365.30,367.73,0.26,0.07%,367.50,"15,543.10","5,792,961,968.60",-,,
Au100g,366.01,368.40,366.01,367.96,0.42,0.11%,367.98,14.20,"5,225,392.00",-,,
iAu99.99,365.50,365.75,365.50,365.66,0.37,0.10%,365.66,60.00,"21,940,000.00",-,,
Au(T+D),366.65,367.70,364.92,367.27,0.70,0.19%,367.01,"14,724.00","5,403,901,800.00","152,798.00",多支付给空,"9,912.00"
Au(T+N1),370.05,371.95,369.10,370.50,-1.00,-0.27%,370.50,6.20,"2,297,060.00",756.00,,
Au(T+N2),364.20,368.30,364.20,367.85,2.20,0.60%,366.25,4.60,"1,684,880.00","91,222.00",空支付给多,60.00
mAu(T+D),367.40,367.88,365.11,367.48,0.78,0.21%,367.22,"5,895.00","2,164,811,660.00","702,946.00",空支付给多,"43,496.00"
Pt99.95,206.20,207.00,204.04,205.79,2.55,1.25%,206.03,310.00,"63,869,960.00",-,,
Ag99.99,"4,685.00","4,685.00","4,685.00","4,685.00",5.00,0.11%,"4,685.00",90.00,"421,650.00",6.00,,
Ag(T+D),"4,653.00","4,679.00","4,614.00","4,642.00",6.00,0.13%,"4,646.00","1,610,088.00","7,481,329,750.00","7,409,296.00",多支付给空,"50,940.00"
NYAuTN06,370.50,371.25,368.40,370.85,0.70,0.19%,369.90,17.20,"6,362,650.00","28,298.00",,
NYAuTN12,364.95,366.00,364.95,365.60,0.65,0.18%,365.55,41.00,"14,988,510.00","22,532.00",,
PGC30g,373.16,373.50,373.16,373.41,0.99,0.27%,373.41,0.24,"89,619.60",-,,
