合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,378.50,378.50,373.75,376.42,-7.06,-1.84%,377.04,20.00,"7,540,980.00",-,,
Au99.99,380.00,381.90,367.59,378.94,-5.10,-1.33%,378.53,"10,447.90","3,954,894,902.40",-,,
Au100g,378.45,380.50,377.50,380.06,-4.24,-1.10%,379.13,20.80,"7,885,976.00",-,,
iAu99.99,376.76,378.50,376.66,378.14,-5.26,-1.37%,378.12,41.40,"15,654,284.00",-,,
Au(T+D),378.80,378.80,376.73,378.60,-4.21,-1.10%,378.15,"17,290.00","6,538,221,720.00","152,272",空支付给多,"7,026"
Au(T+N1),378.20,379.95,378.20,378.55,-6.00,-1.56%,378.45,15.80,"5,979,500.00","61,990",,
Au(T+N2),380.20,383.90,380.20,382.30,-4.45,-1.15%,381.70,23.40,"8,931,710.00","66,402",,
mAu(T+D),379.01,379.39,376.91,378.65,-4.55,-1.19%,378.31,"6,030.40","2,281,418,528.00","734,506",空支付给多,"54,138"
Pt99.95,216.85,218.62,215.34,218.28,-1.12,-0.51%,217.46,678.00,"147,439,400.00",-,,
Ag99.99,"4,822","4,822","4,822","4,822",-83,-1.69%,"4,822",30.00,"144,660.00",2,,
Ag(T+D),"4,799","4,808","4,745","4,794",-101,-2.06%,"4,776","2,293,322.00","10,954,771,512.00","6,294,212",空支付给多,"75,960"
NYAuTN06,379.20,380.10,378.65,379.85,-4.65,-1.21%,379.40,10.60,"4,021,580.00","27,614",,
NYAuTN12,384.00,384.75,383.00,384.55,-5.40,-1.38%,384.35,101.60,"39,052,190.00","44,266",,
PGC30g,384.00,384.00,384.00,384.00,-4.21,-1.08%,384.00,0.06,"23,040.00",-,,
