合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,367.50,367.80,367.40,367.50,0.52,0.14%,367.61,240.00,"88,226,800.00",-,,
Au99.99,369.00,369.00,366.80,367.63,0.11,0.03%,367.64,"16,829.46","6,296,563,492.20",-,,
Au100g,368.25,369.97,368.25,368.66,-0.34,-0.09%,369.20,10.80,"3,987,446.00",-,,
iAu99.99,366.00,366.50,366.00,366.43,-0.04,-0.01%,366.43,120.02,"43,979,320.00",-,,
Au(T+D),367.30,368.10,366.68,367.41,0.54,0.15%,367.47,"15,850.00","5,824,538,820.00","147,248",多支付给空,"6,576"
Au(T+N1),369.25,371.70,369.25,370.45,0.70,0.19%,370.45,4.00,"1,481,900.00",638,,
Au(T+N2),362.65,368.00,362.10,367.00,1.75,0.48%,365.10,10.60,"3,869,880.00","85,348",多支付给空,28
mAu(T+D),367.70,368.39,366.80,367.25,0.22,0.06%,367.64,"2,518.80","926,017,418.00","697,408",空支付给多,"22,366"
Pt99.95,200.50,201.80,199.50,200.62,-2.51,-1.24%,199.96,"1,310.00","263,558,960.00",-,,
Ag99.99,"4,680","4,680","4,680","4,680",104,2.27%,"4,680",270.00,"1,263,600.00",18,,
Ag(T+D),"4,626","4,668","4,621","4,645",49,1.07%,"4,648","1,944,686.00","9,040,273,382.00","7,452,746",多支付给空,"53,040"
NYAuTN06,371.10,371.70,370.20,370.75,0.35,0.09%,370.85,28.20,"10,458,780.00","28,172",,
NYAuTN12,366.00,366.45,365.40,365.75,0.25,0.07%,366.05,12.60,"4,612,050.00","22,598",,
PGC30g,373.42,373.50,373.42,373.46,1.27,0.34%,373.46,0.12,"44,815.20",-,,
