合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,414.99,415.00,413.00,413.29,0.29,0.07%,414.36,240.00,"99,448,780.00",-,,
Au99.99,415.98,424.05,411.40,413.22,-1.58,-0.38%,414.20,"14,760.36","6,116,152,757.20",-,,
Au100g,415.50,415.95,411.80,413.76,-1.13,-0.27%,414.19,26.40,"10,934,684.00",-,,
iAu99.99,420.00,420.00,420.00,420.00,-6.20,-1.45%,420.00,0.10,"42,000.00",-,,
Au(T+D),414.44,415.78,410.42,412.95,-0.66,-0.16%,413.16,"63,460.00","26,219,241,920.00","250,972",多支付给空,"7,066"
Au(T+N1),420.20,424.00,418.40,422.65,0.90,0.21%,418.45,162.40,"67,958,270.00","31,244",,
Au(T+N2),414.50,419.00,413.80,416.90,1.40,0.34%,416.95,54.60,"22,766,910.00","154,942",,
mAu(T+D),414.50,415.88,410.81,413.11,-0.64,-0.15%,413.47,"7,980.40","3,299,675,008.00","936,570",多支付给空,"25,362"
Pt99.95,207.50,208.23,206.20,207.13,0.75,0.36%,207.48,114.00,"23,653,560.00",-,,
Ag(T+D),"5,900","5,995","5,787","5,890",-24,-0.41%,"5,883","28,252,504.00","166,234,905,808.00","11,995,026",多支付给空,"15,270"
NYAuTN06,434.10,436.20,429.55,432.35,-0.95,-0.22%,432.40,115.40,"49,901,760.00","23,176",,
NYAuTN12,429.35,432.10,424.35,427.20,-1.05,-0.25%,427.90,217.80,"93,201,540.00","90,904",,
PGC30g,419.01,423.00,416.52,420.14,-1.25,-0.30%,419.15,1.32,"553,290.00",-,,
