合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,370.60,371.90,370.60,371.61,2.88,0.78%,371.25,222.00,"82,418,100.00",-,,
Au99.99,370.50,372.50,368.80,372.06,3.19,0.86%,371.24,"18,551.68","6,914,123,311.80",-,,
Au100g,371.78,373.85,371.78,372.97,0.50,0.13%,373.20,10.60,"3,955,962.00",-,,
iAu99.99,370.50,371.00,370.50,370.75,2.85,0.77%,370.75,0.40,"148,300.00",-,,
Au(T+D),369.50,371.90,368.24,371.80,3.26,0.88%,370.61,"18,128.00","6,718,479,600.00","155,850",空支付给多,"6,482"
Au(T+N1),371.20,375.00,371.00,374.15,2.85,0.77%,374.05,"2,030.80","759,619,040.00","60,554",,
Au(T+N2),375.90,376.50,375.90,375.90,2.20,0.59%,375.90,4.20,"1,578,900.00","63,304",,
mAu(T+D),369.70,372.00,368.30,371.55,2.75,0.75%,370.99,"9,407.60","3,490,181,686.00","798,672",多支付给空,"68,594"
Pt99.95,204.01,204.46,199.50,203.71,-1.40,-0.68%,201.01,556.00,"111,761,840.00",-,,
Ag(T+D),"4,603","4,666","4,581","4,653",68,1.48%,"4,623","2,131,774.00","9,855,679,462.00","6,835,994",空支付给多,"127,980"
NYAuTN06,373.00,374.20,371.10,374.10,2.80,0.75%,372.70,30.20,"11,255,930.00","28,098",,
NYAuTN12,377.10,378.50,375.50,378.45,2.75,0.73%,377.50,43.20,"16,308,320.00","10,186",,
PGC30g,376.80,376.80,376.80,376.80,2.02,0.54%,376.80,0.12,"45,216.00",-,,
