合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,420.00,420.00,419.05,419.14,-3.87,-0.91%,419.41,234.00,"98,142,440.00",-,,
Au99.99,424.90,426.00,418.30,418.30,-5.68,-1.34%,419.82,"14,771.90","6,198,818,713.00",-,,
Au100g,424.85,424.85,418.13,419.95,-3.61,-0.85%,421.14,41.80,"17,603,944.00",-,,
iAu99.99,430.00,430.00,425.00,429.00,0.59,0.14%,429.00,0.64,"274,560.00",-,,
Au(T+D),424.00,424.80,418.60,418.60,-3.45,-0.82%,421.16,"63,688.00","26,823,140,420.00","250,462",多支付给空,"6,670"
Au(T+N1),432.20,432.30,427.90,428.25,-3.00,-0.70%,430.35,22.00,"9,468,350.00","32,652",,
Au(T+N2),427.70,427.70,422.30,422.90,-3.30,-0.77%,423.55,14.40,"6,099,390.00","154,490",,
mAu(T+D),424.20,424.78,418.70,418.70,-3.53,-0.84%,420.98,"7,897.40","3,324,695,624.00","954,118",空支付给多,"16,360"
Pt99.95,216.10,216.10,214.00,214.22,-3.55,-1.63%,215.12,268.00,"57,652,400.00",-,,
Ag99.99,"6,174","6,174","6,174","6,174",-142,-2.25%,"6,174","1,980.00","12,224,520.00",132,,
Ag(T+D),"6,329","6,340","6,121","6,121",-114,-1.83%,"6,227","19,575,586.00","121,915,041,736.00","12,501,034",多支付给空,"111,990"
NYAuTN06,444.90,445.10,438.80,438.80,-4.95,-1.12%,441.00,115.80,"51,070,190.00","23,106",,
NYAuTN12,439.80,441.00,433.35,433.35,-5.15,-1.17%,436.65,994.60,"434,276,550.00","92,414",,
PGC30g,429.24,429.24,423.96,425.82,-2.70,-0.63%,426.44,0.84,"358,213.80",-,,
