合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,390.70,392.40,389.50,391.72,-0.84,-0.21%,390.31,782.00,"305,229,000.00",-,,
Au99.99,395.00,395.00,388.69,392.00,0.01,0.00%,391.06,"17,390.60","5,893,791,799.00",-,,
Au100g,394.99,395.34,389.95,393.83,0.78,0.20%,391.91,52.40,"20,536,180.00",-,,
iAu99.99,395.20,397.50,394.80,396.70,-2.19,-0.55%,396.40,1.02,"404,336.00",-,,
iAu100g,275.00,275.00,275.00,275.00,0.00,0.00%,275.00,0.20,"55,000.00",-,,
Au(T+D),392.04,394.18,388.01,392.12,-2.32,-0.59%,391.03,"113,066.00","44,212,647,660.00","235,234",多支付给空,"7,696"
Au(T+N1),393.95,396.00,388.35,392.65,-1.45,-0.37%,391.45,30.80,"12,057,580.00","180,488",多支付给空,400
Au(T+N2),395.40,398.00,390.40,394.65,-2.45,-0.62%,393.45,34.60,"13,614,070.00","128,378",,
mAu(T+D),392.35,394.13,388.22,392.23,-2.22,-0.56%,390.93,"15,840.00","6,192,476,774.00","856,782",空支付给多,"49,034"
Pt99.95,200.00,202.15,199.00,199.00,-3.50,-1.73%,200.17,424.00,"84,876,100.00",-,,
Ag(T+D),"4,161","4,223","4,056","4,111",-96,-2.28%,"4,118","25,191,134.00","103,751,584,428.00","11,690,434",多支付给空,"255,000"
NYAuTN06,396.75,398.35,392.95,397.90,-1.05,-0.26%,396.15,965.00,"382,297,680.00","44,804",,
NYAuTN12,398.85,401.05,395.55,400.50,-0.35,-0.09%,399.05,532.00,"212,304,350.00","76,712",,
PGC30g,396.70,398.83,395.80,398.13,-1.05,-0.26%,397.45,1.32,"524,642.40",-,,
