合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,369.60,369.95,369.00,369.35,-1.67,-0.45%,369.63,498.00,"184,246,560.00",-,,
Au99.99,369.30,371.10,369.21,369.29,-1.87,-0.50%,369.69,"15,886.56","6,050,385,435.00",-,,
Au100g,369.80,370.88,369.80,370.31,-1.70,-0.46%,370.13,27.40,"10,141,622.00",-,,
iAu99.99,369.50,369.50,368.60,368.89,-0.71,-0.19%,368.90,"5,560.02","2,053,939,310.00",-,,
Au(T+D),369.51,371.00,369.20,369.45,-1.10,-0.30%,369.71,"19,740.00","7,298,102,920.00","167,230",多支付给空,"7,354"
Au(T+N1),375.00,375.00,374.50,374.75,-0.30,-0.08%,374.75,0.40,"149,900.00",606,,
Au(T+N2),369.70,372.40,368.80,372.00,0.45,0.12%,370.75,14.40,"5,338,940.00","89,260",,
mAu(T+D),369.80,371.10,369.20,369.36,-1.06,-0.29%,369.76,"3,330.00","1,231,322,292.00","548,086",多支付给空,"16,370"
Pt99.95,236.60,239.25,235.32,235.67,-4.67,-1.94%,236.33,722.00,"170,631,640.00",-,,
Ag(T+D),"5,349","5,384","5,330","5,343",-16,-0.30%,"5,354","2,357,858.00","12,625,666,614.00","8,261,962",多支付给空,"106,560"
NYAuTN06,376.75,377.85,375.85,376.30,-0.25,-0.07%,376.80,27.00,"10,174,110.00","5,288",,
NYAuTN12,373.80,375.15,373.00,373.65,-0.55,-0.15%,373.75,83.40,"31,172,800.00","37,588",,
PGC30g,376.00,376.00,376.00,376.00,-1.30,-0.34%,376.00,0.06,"22,560.00",-,,
