合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,391.10,391.20,389.50,389.51,0.81,0.21%,390.78,464.00,"181,323,880.00",-,,
Au99.99,388.55,391.80,387.60,390.40,0.28,0.07%,391.00,"19,707.52","7,569,348,950.20",-,,
Au100g,390.87,393.80,390.00,390.30,0.05,0.01%,391.62,27.20,"10,652,258.00",-,,
iAu99.99,391.20,394.00,391.20,391.22,-2.70,-0.69%,391.22,1.90,"743,336.00",-,,
Au(T+D),388.00,391.30,386.51,389.55,0.09,0.02%,389.83,"36,270.00","14,139,299,060.00","191,758",多支付给空,"12,240"
Au(T+N1),393.75,396.80,393.40,396.20,1.15,0.29%,396.55,229.20,"90,889,760.00","75,874",多支付给空,
Au(T+N2),401.25,401.90,401.25,401.30,0.05,0.01%,401.30,2.20,"882,880.00","3,672",多支付给空,240
mAu(T+D),388.50,391.75,387.15,390.38,0.51,0.13%,390.72,"8,145.80","3,182,738,724.00","506,040",空支付给多,"40,134"
Pt99.95,223.72,224.00,223.00,223.25,2.59,1.17%,223.39,76.00,"16,977,980.00",-,,
Ag99.99,"5,300","5,300","5,300","5,300",27,0.51%,"5,300",60.00,"318,000.00",4,,
Ag(T+D),"5,267","5,390","5,237","5,338",29,0.55%,"5,326","13,256,174.00","70,612,796,412.00","11,338,972",多支付给空,360
NYAuTN06,395.85,399.90,394.85,398.55,1.10,0.28%,398.70,400.80,"159,802,960.00","51,412",,
NYAuTN12,401.00,404.40,400.95,402.80,0.00,0.00%,403.45,42.00,"16,944,560.00","3,106",,
PGC30g,395.00,395.00,395.00,395.00,0.52,0.13%,395.00,0.12,"47,400.00",-,,
