合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,373.50,374.95,372.30,373.39,3.43,0.93%,372.86,76.00,"28,338,100.00",-,,
Au99.99,370.30,374.00,360.93,372.10,1.80,0.49%,372.85,"11,023.40","3,954,065,276.40",-,,
Au100g,371.50,373.89,371.50,372.16,1.50,0.40%,372.78,51.20,"19,086,458.00",-,,
iAu99.99,374.00,375.90,374.00,375.60,3.24,0.87%,375.60,0.26,"97,658.00",-,,
Au(T+D),372.00,374.00,371.05,372.59,2.92,0.79%,372.86,"85,382.00","31,836,343,020.00","242,376",多支付给空,"20,940"
Au(T+N1),372.00,376.00,372.00,373.90,2.40,0.65%,374.10,45.20,"16,910,430.00","194,592",,
Au(T+N2),374.00,378.50,374.00,376.25,3.15,0.84%,377.20,40.60,"15,313,990.00","118,042",,
mAu(T+D),372.00,373.82,371.30,372.51,2.81,0.76%,372.85,"13,198.00","4,920,910,972.00","879,608",多支付给空,"23,934"
Pt99.95,174.10,178.60,174.10,178.33,1.68,0.95%,177.75,210.00,"37,328,900.00",-,,
Ag99.99,"3,776","3,776","3,776","3,776",56,1.51%,"3,776",120.00,"453,120.00",8,,
Ag(T+D),"3,717","3,773","3,705","3,746",58,1.57%,"3,745","9,479,608.00","35,506,631,552.00","9,640,392",多支付给空,"363,780"
沪纽金TN06,380.00,381.50,376.55,379.80,3.85,1.02%,379.80,718.80,"272,991,110.00","63,306",,
沪纽金TN12,377.45,382.20,377.45,380.85,3.35,0.89%,380.95,298.00,"113,526,100.00","48,672",,
熊猫金币30g,379.14,379.14,378.54,378.59,2.82,0.75%,378.59,0.72,"272,584.80",-,,
